factor,gene,protein_name,loading
13,Ogt,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),0.014371391197766484
13,Pakap-1,Unknown protein for Pakap-1,0.014354857937993813
13,Kirrel3,kirre like nephrin family adhesion molecule 3,0.014333949805551732
13,Rab28,"RAB28, member RAS oncogene family",0.01432396215959854
13,Cstf3,"cleavage stimulation factor, 3' pre-RNA, subunit 3",0.014289564944456152
13,Frrs1l,ferric-chelate reductase 1 like,0.01421767585744509
13,Fam222b,"family with sequence similarity 222, member B",0.014201198125352536
13,Hycc2,hyccin PI4KA lipid kinase complex subunit 2,0.014179952463610906
13,Zwint,ZW10 interactor,0.014177418293846052
13,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",0.014124339677999878
13,Med14,mediator complex subunit 14,0.014096930906780748
13,Sestd1,SEC14 and spectrin domains 1,0.014091708529146095
13,Zbtb16,zinc finger and BTB domain containing 16,0.014082312344485088
13,Rnf150,ring finger protein 150,0.014075254376819002
13,Ehbp1,EH domain binding protein 1,0.013975155134508097
13,Zmynd11,"zinc finger, MYND domain containing 11",0.013925412266089697
13,E130307A14Rik,RIKEN cDNA E130307A14 gene,0.013889264357454209
13,Cpt1c,carnitine palmitoyltransferase 1c,0.013802949128122058
13,Nsg2,neuron specific gene family member 2,0.013793991140928016
13,Crtc3,CREB regulated transcription coactivator 3,0.01377353402891697
13,Dclk2,doublecortin-like kinase 2,0.013725582217859508
13,Oga,O-GlcNAcase,0.01369854246151247
13,Phf14,PHD finger protein 14,0.013665037730116611
13,Peg3,paternally expressed 3,0.013648779923671665
13,Mbp,myelin basic protein,0.013622420423303723
13,Arid1a,AT-rich interaction domain 1A,0.013580031438676487
13,Ptma,prothymosin alpha,0.013525179842617304
13,Chst1,carbohydrate sulfotransferase 1,0.013492358007289063
13,Srgap2,SLIT-ROBO Rho GTPase activating protein 2,0.013449702103731472
13,Rsrc1,arginine/serine-rich coiled-coil 1,0.013364163259912824
13,Kcnq2,"potassium voltage-gated channel, subfamily Q, member 2",0.013328208859132275
13,Gpd2,"glycerol phosphate dehydrogenase 2, mitochondrial",0.013289475081955373
13,Caprin1,cell cycle associated protein 1,0.013266438079696566
13,Ntng1,netrin G1,0.013240275563719987
13,Arhgap32,Rho GTPase activating protein 32,0.01321450847038862
13,St3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",0.013192286732490982
13,Ghr,growth hormone receptor,0.013170887861644444
13,Cspp1,centrosome and spindle pole associated protein 1,0.013160281764251219
13,Rpl35a,ribosomal protein L35A,0.013143389903283276
13,Dennd5b,DENN domain containing 5B,0.013110098568920958
13,Fam171a1,"family with sequence similarity 171, member A1",0.013089160873746968
13,Napb,N-ethylmaleimide sensitive fusion protein attachment protein beta,0.013076930652736221
13,Mpdz,multiple PDZ domain crumbs cell polarity complex component,0.01307312896871975
13,Dst,dystonin,0.013058629210920221
13,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",0.013055163389577955
13,Wnk1,WNK lysine deficient protein kinase 1,0.013004130337770047
13,Nvl,nuclear VCP-like,0.012978767157757906
13,Astn1,astrotactin 1,0.012904436098380873
13,Calm1,calmodulin 1,0.01289066204673041
13,Pals2,"protein associated with LIN7 2, MAGUK family member",0.012818930083525512
13,Ndrg3,N-myc downstream regulated gene 3,0.012779864617089588
13,5730522E02Rik,RIKEN cDNA 5730522E02 gene,0.012700093517647818
13,Hira,histone cell cycle regulator,0.01269747537550205
13,Esrrg,estrogen-related receptor gamma,0.01268231979329218
13,Epc1,enhancer of polycomb homolog 1,0.01261782310664747
13,Golm2,golgi membrane protein 2,0.012610028789318028
13,5031425E22Rik,RIKEN cDNA 5031425E22 gene,0.012598242704929817
13,Pcdh11x,protocadherin 11 X-linked,0.012560085482555876
13,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",0.012463229865208912
13,Mnat1,menage a trois 1,0.012445218994089981
13,Schip1,schwannomin interacting protein 1,0.012428837960683739
13,Snx29,sorting nexin 29,0.012419089855265264
13,Trio,triple functional domain (PTPRF interacting),0.012404185345174127
13,Scmh1,Scm polycomb group homolog 1,0.01238691028566043
13,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",0.012377334084552712
13,Cltc,clathrin heavy chain,0.012291292715037089
13,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",0.012263214275944073
13,Brd4,bromodomain containing 4,0.01223126161419298
13,Ube2w,ubiquitin-conjugating enzyme E2W (putative),0.012228691018713126
13,Sptan1,"spectrin alpha, non-erythrocytic 1",0.012207917244133882
13,Arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1,0.012178056073923603
13,Ptchd4,patched domain containing 4,0.012163886743903405
13,Pip5k1a,"phosphatidylinositol-4-phosphate 5-kinase, type 1 alpha",0.012162921779932499
13,Rnf19a,ring finger protein 19A,0.012160536913812239
13,Tcf20,transcription factor 20,0.012149466614955572
13,Fstl4,follistatin-like 4,0.012148508640679774
13,Pcp4,Purkinje cell protein 4,0.012138723299767519
13,Map3k5,mitogen-activated protein kinase kinase kinase 5,0.012082268707760063
13,Klf9,Kruppel-like transcription factor 9,0.012039848836538082
13,Xkr4,X-linked Kx blood group related 4,0.012036436493838669
13,Cdc37l1,cell division cycle 37-like 1,0.011986396590543494
13,Mlip,muscular LMNA-interacting protein,0.011915554998786273
13,Rev3l,"REV3 like, DNA directed polymerase zeta catalytic subunit",0.011909682867499822
13,Smchd1,SMC hinge domain containing 1,0.0119093981664739
13,Thra,thyroid hormone receptor alpha,0.011873005448670258
13,Prr16,proline rich 16,0.011819941424394931
13,Ust,uronyl-2-sulfotransferase,0.011800925626645578
13,Calm2,calmodulin 2,0.011776694151999853
13,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",0.0117693862727491
13,Atp9a,"ATPase, class II, type 9A",0.01176521675826183
13,Mta3,metastasis associated 3,0.011754381250861562
13,Gabbr2,gamma-aminobutyric acid type B receptor subunit 2,0.011626106637534332
13,Mark1,MAP/microtubule affinity regulating kinase 1,0.011564161380419699
13,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase",0.011553292583006664
13,Unc79,unc-79 homolog,0.011531040872439353
13,Xrn1,5'-3' exoribonuclease 1,0.011512314944805266
13,Psmd14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",0.011444545407653618
13,Afdn,"afadin, adherens junction formation factor",0.01140517750673548
13,Rock2,Rho-associated coiled-coil containing protein kinase 2,0.01136882861487676
13,Ryr3,ryanodine receptor 3,0.011324066913016323
13,Actb,"actin, beta",0.011237995538260548
13,Zc3h13,zinc finger CCCH type containing 13,0.011233126828443898
13,Cbfa2t2,CBFA2/RUNX1 translocation partner 2,0.011219594186668206
13,Braf,Braf transforming gene,0.011217631736098882
13,Ccdc148,coiled-coil domain containing 148,0.011136270218704282
13,Kcnt2,"potassium channel, subfamily T, member 2",0.01110870970590509
13,Rpl8,ribosomal protein L8,0.011034999964517928
13,Tenm1,teneurin transmembrane protein 1,0.011024901048800849
13,Cpne4,copine IV,0.010996790084105808
13,Wdr17,WD repeat domain 17,0.010991153862573117
13,5330434G04Rik,RIKEN cDNA 5330434G04 gene,0.010990823616767866
13,Fip1l1,factor interacting with PAPOLA and CPSF1,0.010980564593651956
13,Nsmce2,"NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase",0.010949483422783042
13,Slc35f4,"solute carrier family 35, member F4",0.01088652970322445
13,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,0.010881974774909667
13,Rb1cc1,RB1-inducible coiled-coil 1,0.01087459877859379
13,Smim14,small integral membrane protein 14,0.010831261147184204
13,Mllt3,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",0.010796760261948682
13,Adam10,a disintegrin and metallopeptidase domain 10,0.010764210804973758
13,Ube2h,ubiquitin-conjugating enzyme E2H,0.010730134999050305
13,Tia1,cytotoxic granule-associated RNA binding protein 1,0.010707451419563403
13,Ddhd1,DDHD domain containing 1,0.010696372505576436
13,Clasp2,CLIP associating protein 2,0.010682328353062655
13,Akap9,A kinase anchor protein 9,0.010658353411815405
13,Npepps,aminopeptidase puromycin sensitive,0.010596158160924697
13,Trhde,TRH-degrading enzyme,0.01053986096915231
13,Enc1,ectodermal-neural cortex 1,0.010537520635139986
13,Vps13b,vacuolar protein sorting 13B,0.010454445222278388
13,Ubxn4,UBX domain protein 4,0.010451980818358648
13,Cdc42,cell division cycle 42,0.010412729878369734
13,Sergef,secretion regulating guanine nucleotide exchange factor,0.010347147082896127
13,Usp24,ubiquitin specific peptidase 24,0.01034486919920183
13,Pi4ka,phosphatidylinositol 4-kinase alpha,0.010332296220050146
13,Ptpro,protein tyrosine phosphatase receptor type O,0.01030352455614574
13,Pitpna,"phosphatidylinositol transfer protein, alpha",0.01029666393041814
13,Gapvd1,GTPase activating protein and VPS9 domains 1,0.010267323879935095
13,Man1a2,"mannosidase, alpha, class 1A, member 2",0.010258415428512866
13,Ppm1l,protein phosphatase 1 (formerly 2C)-like,0.01025557778614258
13,Kansl1l,KAT8 regulatory NSL complex subunit 1-like,0.010245504984773538
13,Phf20,PHD finger protein 20,0.010234129365758274
13,Lmo3,LIM domain only 3,0.010229780180876284
13,Ccdc30,coiled-coil domain containing 30,0.010191590171556002
13,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",0.01016002731539421
13,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",0.010150754532581496
13,Rab14,"RAB14, member RAS oncogene family",0.010127553185687487
13,Prkcz,"protein kinase C, zeta",0.010121811630464054
13,Mast4,microtubule associated serine/threonine kinase family member 4,0.010117335526710819
13,Dnajc7,DnaJ heat shock protein family (Hsp40) member C7,0.010102735922546475
13,Fbxl20,F-box and leucine-rich repeat protein 20,0.010093584889962981
13,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",0.010077640968443284
13,Map3k2,mitogen-activated protein kinase kinase kinase 2,0.010046452171701392
13,Bptf,bromodomain PHD finger transcription factor,0.0100440703484946
13,Tasor,transcription activation suppressor,0.010017057077922675
13,Ddx6,DEAD-box helicase 6,0.009944168686199129
13,Mpped2,metallophosphoesterase domain containing 2,0.009837376368401502
13,Ppp3cb,"protein phosphatase 3, catalytic subunit, beta isoform",0.009815600649564469
13,Kpna3,karyopherin subunit alpha 3,0.009815072141801683
13,Cyp7b1,"cytochrome P450, family 7, subfamily b, polypeptide 1",0.009801860955350988
13,Itch,"itchy, E3 ubiquitin protein ligase",0.009793946534940631
13,Wwox,WW domain-containing oxidoreductase,0.009746229216212886
13,Fam13a,"family with sequence similarity 13, member A",0.009737736768584025
13,Fbxl7,F-box and leucine-rich repeat protein 7,0.009734788321329048
13,Ktn1,kinectin 1,0.009694893291519185
13,Eea1,early endosome antigen 1,0.009669692032605462
13,Gnas,GNAS complex locus,0.009642657071899798
13,Ank,progressive ankylosis,0.009639742998282404
13,Srrm4,serine/arginine repetitive matrix 4,0.009588212821362652
13,Prnp,prion protein,0.009587753834978877
13,Pdcd4,programmed cell death 4,0.009519245868409548
13,Gas7,growth arrest specific 7,0.009510726041056574
13,Prrc2c,proline-rich coiled-coil 2C,0.009479003533195461
13,Slit2,slit guidance ligand 2,0.009478173889739504
13,Evi5,ecotropic viral integration site 5,0.009442580222019709
13,Ppig,peptidyl-prolyl isomerase G (cyclophilin G),0.009432951475842367
13,Car10,carbonic anhydrase 10,0.009421735365760625
13,Xpr1,xenotropic and polytropic retrovirus receptor 1,0.00940143062636322
13,Ddx10,DEAD box helicase 10,0.009393121437519872
13,Rmnd5a,required for meiotic nuclear division 5 homolog A,0.009386672713261164
13,Ptpn12,"protein tyrosine phosphatase, non-receptor type 12",0.009363714676976572
13,mt-Nd4,NADH dehydrogenase subunit 4,0.009361676711160885
13,Glrb,"glycine receptor, beta subunit",0.00933521034190412
13,Nrn1,neuritin 1,0.009329472733897599
13,Sil1,SIL1 nucleotide exchange factor,0.009323484600495115
13,Rab10,"RAB10, member RAS oncogene family",0.00929538881070794
13,Pak3,p21 (RAC1) activated kinase 3,0.009283406985963888
13,Copg2,"coatomer protein complex, subunit gamma 2",0.00914397100238229
13,Memo1,mediator of cell motility 1,0.009105238933530983
13,Grb14,growth factor receptor bound protein 14,0.00897880463082698
13,Tmem178,transmembrane protein 178,0.008916556273474839
13,Zfyve9,"zinc finger, FYVE domain containing 9",0.008916313358146478
13,Lrfn2,leucine rich repeat and fibronectin type III domain containing 2,0.008913868054339023
13,Jazf1,JAZF zinc finger 1,0.008906155959876897
13,Cyria,CYFIP related Rac1 interactor A,0.008888214868723567
13,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",0.008827493431308104
13,Nopchap1,NOP protein chaperone 1,0.008771961902062057
13,Stau2,staufen double-stranded RNA binding protein 2,0.00875732449728447
13,Nav1,neuron navigator 1,0.008700674824340266
13,Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3,0.008690984459175197
13,Ubr1,ubiquitin protein ligase E3 component n-recognin 1,0.008646928292967341
13,Plcl2,phospholipase C-like 2,0.008642343432847914
13,Gpr158,G protein-coupled receptor 158,0.00862825826598438
13,Ssh2,slingshot protein phosphatase 2,0.008567568537435623
13,Otud7b,OTU domain containing 7B,0.008566108981841288
13,Tet3,tet methylcytosine dioxygenase 3,0.008548082308674905
13,Nktr,natural killer tumor recognition sequence,0.00849136009988567
13,Rnasek,"ribonuclease, RNase K",0.008476927078891094
13,Rufy3,RUN and FYVE domain containing 3,0.008468359548510418
13,4933406I18Rik,RIKEN cDNA 4933406I18 gene,0.00843316768956195
13,Cbx5,chromobox 5,0.008415623991390467
13,Ncoa1,nuclear receptor coactivator 1,0.008353662611835169
13,Ncald,neurocalcin delta,0.008319278540313156
13,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",0.008306250762056601
13,D430041D05Rik,RIKEN cDNA D430041D05 gene,0.00830132724416112
13,2210408F21Rik,RIKEN cDNA 2210408F21 gene,0.00828622511807764
13,Togaram1,TOG array regulator of axonemal microtubules 1,0.008254418448128511
13,Klhdc10,kelch domain containing 10,0.008180049972183936
13,Itfg1,integrin alpha FG-GAP repeat containing 1,0.008169086897234423
13,Ablim1,actin-binding LIM protein 1,0.008129548914051436
13,Srpk2,serine/arginine-rich protein specific kinase 2,0.008124186681506915
13,Creb1,cAMP responsive element binding protein 1,0.008107650889854807
13,Sobp,sine oculis binding protein,0.00807267915074646
13,Strn,"striatin, calmodulin binding protein",0.00806431351728925
13,Frmd4a,FERM domain containing 4A,0.008049440578745841
13,Brwd3,bromodomain and WD repeat domain containing 3,0.008039039991493373
13,Inpp4b,"inositol polyphosphate-4-phosphatase, type II",0.007958982272793394
13,Mark2,MAP/microtubule affinity regulating kinase 2,0.00794938436133769
13,Hnrnpm,heterogeneous nuclear ribonucleoprotein M,0.007948355786787436
13,Ambra1,autophagy/beclin 1 regulator 1,0.007875333461834824
13,Ttc19,tetratricopeptide repeat domain 19,0.007859397265150928
13,Syncrip,"synaptotagmin binding, cytoplasmic RNA interacting protein",0.007821507808690908
13,Neo1,neogenin,0.007804861643974055
13,Kctd16,potassium channel tetramerisation domain containing 16,0.007795012909014752
13,Fus,fused in sarcoma,0.007736196446103106
13,Ubn2,ubinuclein 2,0.007735847742326069
13,Vps41,VPS41 HOPS complex subunit,0.007688757799929848
13,Shtn1,shootin 1,0.007688358233123823
13,Myo5a,myosin VA,0.007667891781650741
13,Col25a1,"collagen, type XXV, alpha 1",0.0076209123585872845
13,Mmd2,monocyte to macrophage differentiation-associated 2,0.007615336033985816
13,Gpr45,G protein-coupled receptor 45,0.007611171385475293
13,Asxl1,ASXL transcriptional regulator 1,0.007599086017362167
13,Ubash3b,"ubiquitin associated and SH3 domain containing, B",0.007594486250204139
13,Bmerb1,bMERB domain containing 1,0.007553576972563163
13,Ppp2r5e,"protein phosphatase 2, regulatory subunit B', epsilon",0.007535649913900302
13,Herc4,hect domain and RLD 4,0.0074527425414761045
13,R3hdm4,R3H domain containing 4,0.00741841518818679
13,Camta1,calmodulin binding transcription activator 1,0.007384729254150209
13,Plppr4,phospholipid phosphatase related 4,0.007378944921905021
13,Dnmt3a,DNA methyltransferase 3A,0.007355522516391156
13,Atp9b,"ATPase, class II, type 9B",0.007349946687350264
13,Lrrn3,"leucine rich repeat protein 3, neuronal",0.007325530289832385
13,Atp5b,Unknown protein for Atp5b,0.0073166465887884394
13,Dleu2,"deleted in lymphocytic leukemia, 2",0.007299631840592964
13,Phf24,PHD finger protein 24,0.0072813783989827295
13,Cnot1,"CCR4-NOT transcription complex, subunit 1",0.007271964256844231
13,Slc8a2,"solute carrier family 8 (sodium/calcium exchanger), member 2",0.00721703137086427
13,Ppp2r2c,"protein phosphatase 2, regulatory subunit B, gamma",0.007143312786565048
13,Tubb2a,"tubulin, beta 2A class IIA",0.007129747146329216
13,Qki,"quaking, KH domain containing RNA binding",0.007079933948742515
13,Dym,dymeclin,0.007037847274633561
13,Ap2b1,"adaptor-related protein complex 2, beta 1 subunit",0.007024179997516924
13,Calm3,calmodulin 3,0.007005953370760075
13,Zc3h6,zinc finger CCCH type containing 6,0.006988912316516096
13,Mfsd4a,major facilitator superfamily domain containing 4A,0.006962448865079114
13,Dph6,diphthamine biosynthesis 6,0.006945905075061754
13,Sh3d19,SH3 domain protein D19,0.006900383833033797
13,Unc13a,unc-13 homolog A,0.006895733282097578
13,Rabl6,"RAB, member RAS oncogene family-like 6",0.006893598782971362
13,1700025G04Rik,RIKEN cDNA 1700025G04 gene,0.006885366850717471
13,Ntrk2,"neurotrophic tyrosine kinase, receptor, type 2",0.006757170671792332
13,Rps10,ribosomal protein S10,0.006722807054356805
13,Smap1,small ArfGAP 1,0.0066766824527365026
13,Immp2l,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),0.0066570146259362795
13,Setx,senataxin,0.0066557090992305735
13,Pakap,paralemmin A kinase anchor protein,0.006615397509330878
13,Atxn7,ataxin 7,0.0065844439115933994
13,Slc44a1,"solute carrier family 44, member 1",0.006576752743492987
13,Txlng,taxilin gamma,0.006573375252032607
13,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2",0.006476934680431828
13,Tmem131,transmembrane protein 131,0.006473320475571732
13,Usp45,ubiquitin specific petidase 45,0.006471689940547894
13,Gfra1,glial cell line derived neurotrophic factor family receptor alpha 1,0.006442888732525344
13,Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,0.006433211710336406
13,Nfasc,neurofascin,0.006375062549248404
13,Rnf217,ring finger protein 217,0.006372372730250504
13,Tcf25,transcription factor 25 (basic helix-loop-helix),0.006369795424856113
13,Bzw2,basic leucine zipper and W2 domains 2,0.006338522688069439
13,Kdm5b,lysine demethylase 5B,0.006334558943747238
13,Mon2,"MON2 homolog, regulator of endosome to Golgi trafficking",0.006284563010524433
13,Lcor,ligand dependent nuclear receptor corepressor,0.006282290420206095
13,Gpm6b,glycoprotein m6b,0.006264422520967182
13,Zfp608,zinc finger protein 608,0.006253715544652438
13,Fam13c,"family with sequence similarity 13, member C",0.0062261947968358
13,Hpca,hippocalcin,0.006204969835625785
13,Csrnp3,cysteine-serine-rich nuclear protein 3,0.006058380888154871
13,Cdc73,"cell division cycle 73, Paf1/RNA polymerase II complex component",0.006043780022481652
13,Tenm2,teneurin transmembrane protein 2,0.006037085209854131
13,Rtn4,reticulon 4,0.006027270376801414
13,Rnf216,ring finger protein 216,0.006022927753916782
13,Dagla,"diacylglycerol lipase, alpha",0.0059695416191816375
13,Kansl1,KAT8 regulatory NSL complex subunit 1,0.00596472456798349
13,Ptprn,protein tyrosine phosphatase receptor type N,0.005950536607714509
13,Zfp831,zinc finger protein 831,0.005950088604829761
13,Chgb,chromogranin B,0.00594461180570672
13,Gabra5,gamma-aminobutyric acid type A receptor subunit alpha 5,0.005878915843157566
13,Ptprs,protein tyrosine phosphatase receptor type S,0.005870212523528797
13,Syt11,synaptotagmin XI,0.005866295832512036
13,Zfp609,zinc finger protein 609,0.005855843012655415
13,Cplane1,ciliogenesis and planar polarity effector 1,0.0058471981754553756
13,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,0.005841795879028053
13,Ssbp2,single-stranded DNA binding protein 2,0.00584073969244429
13,Kmt2e,lysine (K)-specific methyltransferase 2E,0.00582903463782319
13,Tasp1,"taspase, threonine aspartase 1",0.005798690357738345
13,Fam117b,"family with sequence similarity 117, member B",0.005786972434394839
13,Pikfyve,"phosphoinositide kinase, FYVE type zinc finger containing",0.005782185766709563
13,Atosa,atos homolog A,0.005770598961201922
13,Rabgap1,RAB GTPase activating protein 1,0.005770031312069344
13,Mapk8,mitogen-activated protein kinase 8,0.005756716688646002
13,Gpr137c,G protein-coupled receptor 137C,0.005750430787137427
13,6530403H02Rik,RIKEN cDNA 6530403H02 gene,0.005698364142539919
13,1700087I21Rik,RIKEN cDNA 1700087I21 gene,0.0056577366171218285
13,Kdm7a,lysine (K)-specific demethylase 7A,0.0056479894537918955
13,Pan3,PAN3 poly(A) specific ribonuclease subunit,0.0055257637727575025
13,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",0.0055115130514519425
13,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",0.005432899198133352
13,Bicral,BRD4 interacting chromatin remodeling complex associated protein like,0.0054075157649919004
13,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",0.005404578937350093
13,Zswim6,zinc finger SWIM-type containing 6,0.005397753389083871
13,Atxn7l1,ataxin 7-like 1,0.005389200377368208
13,Hdac8,histone deacetylase 8,0.005379469618181571
13,Sp3,trans-acting transcription factor 3,0.005340620036803431
13,Hectd2,HECT domain E3 ubiquitin protein ligase 2,0.005316947823608829
13,Pcmtd1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1,0.0052605733992197815
13,Cntn5,contactin 5,0.0052525230104027865
13,Epha4,Eph receptor A4,0.00521717027034824
13,Psme4,"proteasome (prosome, macropain) activator subunit 4",0.005211815883680985
13,Zfand3,"zinc finger, AN1-type domain 3",0.005124863502622219
13,Chka,choline kinase alpha,0.005114305646137602
13,Htt,huntingtin,0.005105935696085769
13,Itsn2,intersectin 2,0.005104285064140801
13,Trappc9,trafficking protein particle complex 9,0.005090279282086319
13,Cacna1d,"calcium channel, voltage-dependent, L type, alpha 1D subunit",0.00508293838454081
13,Robo2,roundabout guidance receptor 2,0.005082057795310175
13,Cfap36,cilia and flagella associated protein 36,0.005074120617824989
13,Prpf4b,pre-mRNA processing factor 4B,0.005055525715514806
13,Fer,FER tyrosine kinase,0.004987076576495847
13,Usp2,ubiquitin specific peptidase 2,0.004913379070823619
13,Aldoa,"aldolase A, fructose-bisphosphate",0.004908148873399874
13,Tbl1xr1,transducin (beta)-like 1X-linked receptor 1,0.004908117200040551
13,Ncor1,nuclear receptor co-repressor 1,0.00489895241826992
13,Rnf165,Unknown protein for Rnf165,0.004895247939322039
13,Syp,synaptophysin,0.004892399130687482
13,Mdn1,midasin AAA ATPase 1,0.004885985774273877
13,Gpbp1,GC-rich promoter binding protein 1,0.0048649394078864195
13,Map7d2,MAP7 domain containing 2,0.004799259725802065
13,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1,0.00479699167968695
13,Pvt1,Pvt1 oncogene,0.004763298541717049
13,Mosmo,modulator of smoothened,0.004757326807549579
13,Mef2c,myocyte enhancer factor 2C,0.004698237367297193
13,Pds5a,PDS5 cohesin associated factor A,0.004679773961873905
13,Ap2a2,"adaptor-related protein complex 2, alpha 2 subunit",0.004674725626203028
13,Glg1,golgi apparatus protein 1,0.0046066230989241065
13,Taf15,TATA-box binding protein associated factor 15,0.004585939296514924
13,Mga,MAX gene associated,0.00455240570113059
13,Armh3,armadillo-like helical domain containing 3,0.004515390706162707
13,Ola1,Obg-like ATPase 1,0.004512403401272318
13,Sgms1,sphingomyelin synthase 1,0.004478574874048439
13,Slmap,sarcolemma associated protein,0.0044027723259870205
13,Vps13a,vacuolar protein sorting 13A,0.004348497123255944
13,Map4k3,mitogen-activated protein kinase kinase kinase kinase 3,0.004339079836277569
13,Adarb2,"adenosine deaminase, RNA-specific, B2",0.0043058273946167585
13,Tmem132b,transmembrane protein 132B,0.004302825485853078
13,Smarca4,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",0.004294256246598329
13,Pds5b,PDS5 cohesin associated factor B,0.00429015781947104
13,Kdm5a,lysine demethylase 5A,0.004275142331369751
13,Synj1,synaptojanin 1,0.004223200063795055
13,Cdk8,cyclin dependent kinase 8,0.004216134082909956
13,Oip5os1,"Opa interacting protein 5, opposite strand 1",0.004183368614691079
13,Plekha2,"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 2",0.00416252419591544
13,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",0.004130313015892766
13,Ddn,dendrin,0.004118144147641691
13,Kpna4,karyopherin subunit alpha 4,0.0040966731467630794
13,Basp1,"brain abundant, membrane attached signal protein 1",0.004092789566978574
13,Add3,adducin 3,0.004068758920348089
13,Btbd10,BTB domain containing 10,0.004005920082765901
13,Lmbrd1,LMBR1 domain containing 1,0.004004522988087054
13,Insr,insulin receptor,0.00399417118548025
13,Kcnb1,"potassium voltage gated channel, Shab-related subfamily, member 1",0.003993356580851663
13,Znrf1,zinc and ring finger 1,0.003985670414580615
13,Ptk2b,PTK2 protein tyrosine kinase 2 beta,0.003980225403796857
13,Ubr5,ubiquitin protein ligase E3 component n-recognin 5,0.0039378858144373625
13,Cdkl5,cyclin dependent kinase like 5,0.003911829360433008
13,Acvr2a,activin receptor IIA,0.0039057162836478956
13,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",0.0038967674463404804
13,Ralgapb,"Ral GTPase activating protein, beta subunit (non-catalytic)",0.0038699654867644724
13,Arpc2,"actin related protein 2/3 complex, subunit 2",0.0037994766808534444
13,Galnt14,polypeptide N-acetylgalactosaminyltransferase 14,0.0037522030762666696
13,Wdr33,WD repeat domain 33,0.003749658095051182
13,Naa15,"N(alpha)-acetyltransferase 15, NatA auxiliary subunit",0.0037340723184247126
13,Tacc1,"transforming, acidic coiled-coil containing protein 1",0.003716077769616512
13,Tbc1d5,"TBC1 domain family, member 5",0.00370158110952036
13,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",0.003652812312876192
13,Nisch,nischarin,0.0036484885886373546
13,Ppp1r14c,"protein phosphatase 1, regulatory inhibitor subunit 14C",0.0036272462465137155
13,Sltm,"SAFB-like, transcription modulator",0.0036191059672570493
13,Dock9,dedicator of cytokinesis 9,0.0034901223846535174
13,Atp2a2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",0.0034826872320025642
13,Dlgap4,DLG associated protein 4,0.0034670098127313775
13,Gm1976,predicted gene 1976,0.0034519680253930107
13,Clec16a,"C-type lectin domain family 16, member A",0.0034297195724361275
13,BC005537,cDNA sequence BC005537,0.003422499325107795
13,Pcm1,pericentriolar material 1,0.0034076188173608746
13,Ldlrad4,low density lipoprotein receptor class A domain containing 4,0.0033736794610843353
13,Chrm1,"cholinergic receptor, muscarinic 1, CNS",0.003344873279668612
13,Hlf,hepatic leukemia factor,0.003324482589518606
13,Adgrl3,adhesion G protein-coupled receptor L3,0.0032330723305702457
13,Ski,ski sarcoma viral oncogene homolog (avian),0.003170751963571444
13,Grina,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)",0.003157519143014692
13,Otud7a,OTU domain containing 7A,0.0031332735059594235
