factor,gene,protein_name,loading
11,Zdhhc20,"zinc finger, DHHC domain containing 20",0.016247312759889308
11,Nfia,nuclear factor I/A,0.01616638723143997
11,Tnrc6a,trinucleotide repeat containing 6a,0.01608926619544819
11,Cpsf6,cleavage and polyadenylation specific factor 6,0.01607593949139737
11,Usp9x,"ubiquitin specific peptidase 9, X chromosome",0.01593652302811327
11,Mgat4c,"MGAT4 family, member C",0.01589293216089396
11,Kcnq3,"potassium voltage-gated channel, subfamily Q, member 3",0.015858838795658768
11,Ap3b1,"adaptor-related protein complex 3, beta 1 subunit",0.015853958237582337
11,Cacng3,"calcium channel, voltage-dependent, gamma subunit 3",0.01583260729446884
11,Tnks2,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2",0.015832285661525745
11,Ptchd4,patched domain containing 4,0.01582521281511825
11,Schip1,schwannomin interacting protein 1,0.015794210397000675
11,Grm8,"glutamate receptor, metabotropic 8",0.015789658417523025
11,Tjp1,tight junction protein 1,0.01578214792498082
11,Fgd4,"FYVE, RhoGEF and PH domain containing 4",0.015746709195455236
11,Ccbe1,collagen and calcium binding EGF domains 1,0.015744371520538834
11,Klhl3,kelch-like 3,0.015605801847680803
11,Cntnap5a,contactin associated protein-like 5A,0.015563121598493669
11,Trpm7,"transient receptor potential cation channel, subfamily M, member 7",0.015549428963243796
11,Rsrp1,arginine/serine rich protein 1,0.015488762285054409
11,Zfp148,zinc finger protein 148,0.015432489216241619
11,Nin,ninein,0.015415896765853856
11,Tasor,transcription activation suppressor,0.015347774998224595
11,Slc16a2,"solute carrier family 16 (monocarboxylic acid transporters), member 2",0.015300527320956884
11,Xrcc4,X-ray repair complementing defective repair in Chinese hamster cells 4,0.015271441146367777
11,Clvs1,clavesin 1,0.015162223838935717
11,Phf14,PHD finger protein 14,0.015064996066693927
11,Ndst4,N-deacetylase/N-sulfotransferase (heparin glucosaminyl) 4,0.015050528176028135
11,Camk2g,calcium/calmodulin-dependent protein kinase II gamma,0.014991391755782835
11,Smg7,SMG7 nonsense mediated mRNA decay factor,0.014977287370853134
11,Acaca,acetyl-Coenzyme A carboxylase alpha,0.014969212093387457
11,Mrtfb,myocardin related transcription factor B,0.014940574036669244
11,A330023F24Rik,RIKEN cDNA A330023F24 gene,0.014939927971795282
11,St8sia4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",0.014859934635904806
11,Epha7,Eph receptor A7,0.014849133090408785
11,Clstn1,calsyntenin 1,0.014784618853119703
11,Rlf,rearranged L-myc fusion sequence,0.014776710994704704
11,Trerf1,transcriptional regulating factor 1,0.014767814511472452
11,Nrxn3,neurexin III,0.01473909488114026
11,6820431F20Rik,cadherin 11 pseudogene,0.014704338144307834
11,Ccdc88a,coiled coil domain containing 88A,0.01469666283786353
11,Iqsec2,IQ motif and Sec7 domain 2,0.014647125629199105
11,Pdss2,"prenyl (solanesyl) diphosphate synthase, subunit 2",0.014630403390579763
11,Adcy2,adenylate cyclase 2,0.014603976330026741
11,Taok1,TAO kinase 1,0.014476509397048533
11,Zdhhc17,"zinc finger, DHHC domain containing 17",0.014455564976961785
11,Lrba,LPS-responsive beige-like anchor,0.014382787386126283
11,Pou2f1,"POU domain, class 2, transcription factor 1",0.014322344734160296
11,Prkar1a,"protein kinase, cAMP dependent regulatory, type I, alpha",0.014230945774209323
11,Crtc3,CREB regulated transcription coactivator 3,0.014189342869243442
11,Pbx1,pre B cell leukemia homeobox 1,0.01415608378437213
11,Nr3c1,"nuclear receptor subfamily 3, group C, member 1",0.014083925336363622
11,Shprh,SNF2 histone linker PHD RING helicase,0.014062306695286398
11,Usp25,ubiquitin specific peptidase 25,0.014002906005770045
11,Dock7,dedicator of cytokinesis 7,0.013926449850200277
11,Ftx,"Ftx transcript, Xist regulator, non-protein coding",0.013902240966753843
11,Rpl24,ribosomal protein L24,0.013895565558117716
11,Slc23a2,"solute carrier family 23 (nucleobase transporters), member 2",0.013857228307966927
11,Gria4,"glutamate receptor, ionotropic, AMPA4 (alpha 4)",0.013853802568972392
11,Akap10,A kinase anchor protein 10,0.013840510203278755
11,Epc2,enhancer of polycomb homolog 2,0.013798451623273422
11,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",0.0137698454778975
11,Fnip1,folliculin interacting protein 1,0.013721162626039674
11,Map3k2,mitogen-activated protein kinase kinase kinase 2,0.013695165468465546
11,Dync2h1,dynein cytoplasmic 2 heavy chain 1,0.013672607257409833
11,Snx29,sorting nexin 29,0.013648216338928675
11,Kmt5b,lysine methyltransferase 5B,0.013613028409306175
11,Phactr3,phosphatase and actin regulator 3,0.013569642690675808
11,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",0.013532400365956009
11,Appl1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",0.013475416122285522
11,Sema6d,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D",0.013457277407005124
11,Cul1,cullin 1,0.013390195950279172
11,Jarid2,jumonji and AT-rich interaction domain containing 2,0.013369193135336875
11,Vps13a,vacuolar protein sorting 13A,0.013366553518678152
11,Kcnn2,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2",0.013350495279194517
11,Herc1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,0.013333792371189885
11,Sf3b1,"splicing factor 3b, subunit 1",0.013272349391197943
11,9930021J03Rik,Unknown protein for 9930021J03Rik,0.013268083903221374
11,Fcho2,FCH domain only 2,0.013219629844090131
11,Fbxo34,F-box protein 34,0.013196190598929331
11,Syt17,synaptotagmin XVII,0.013170356682409325
11,Nfat5,nuclear factor of activated T cells 5,0.013010594531312073
11,Ptp4a2,protein tyrosine phosphatase 4a2,0.01299612764786097
11,Vapa,"vesicle-associated membrane protein, associated protein A",0.012918061672750586
11,Ints6l,integrator complex subunit 6 like,0.012911529156544341
11,Cyrib,CYFIP related Rac1 interactor B,0.012870002289660235
11,Cltc,clathrin heavy chain,0.012841270313346663
11,Nrf1,nuclear respiratory factor 1,0.012837633959856746
11,Mical3,"microtubule associated monooxygenase, calponin and LIM domain containing 3",0.012837512824247856
11,Sorbs1,sorbin and SH3 domain containing 1,0.012828328186261785
11,Ythdc1,YTH domain containing 1,0.012820203018416514
11,Rab11fip2,RAB11 family interacting protein 2 (class I),0.012796239327481213
11,Adcy9,adenylate cyclase 9,0.012791131697537601
11,Hmbox1,homeobox containing 1,0.012787065404500602
11,Trip12,thyroid hormone receptor interactor 12,0.012753099118839314
11,Kctd16,potassium channel tetramerisation domain containing 16,0.012674121467221923
11,Greb1l,growth regulation by estrogen in breast cancer-like,0.012637182744986167
11,Ube2w,ubiquitin-conjugating enzyme E2W (putative),0.012629940516977519
11,Cbx6,chromobox 6,0.012606801408940754
11,Map3k4,mitogen-activated protein kinase kinase kinase 4,0.012565890054194612
11,Lrfn2,leucine rich repeat and fibronectin type III domain containing 2,0.012530059758231247
11,Chrna7,"cholinergic receptor, nicotinic, alpha polypeptide 7",0.012487606880473942
11,Tial1,Tia1 cytotoxic granule-associated RNA binding protein-like 1,0.012480463152055766
11,Picalm,phosphatidylinositol binding clathrin assembly protein,0.012468377754012896
11,Sh3kbp1,SH3-domain kinase binding protein 1,0.012442824170778681
11,Dnajb6,DnaJ heat shock protein family (Hsp40) member B6,0.01243147673806655
11,Dpyd,dihydropyrimidine dehydrogenase,0.012420090707765235
11,Phf20l1,PHD finger protein 20-like 1,0.012385669332031125
11,Senp7,SUMO1/sentrin specific peptidase 7,0.012315569967884432
11,Mast4,microtubule associated serine/threonine kinase family member 4,0.012310573720124632
11,Gtf2i,general transcription factor II I,0.012249173973826202
11,Rps21,ribosomal protein S21,0.012205750753048812
11,Pias2,protein inhibitor of activated STAT 2,0.012155982759310386
11,Arglu1,arginine and glutamate rich 1,0.012038142981132512
11,Tmsb4x,"thymosin, beta 4, X chromosome",0.011992343541637654
11,Dnajc5,DnaJ heat shock protein family (Hsp40) member C5,0.01185757867165998
11,Dtd1,D-tyrosyl-tRNA deacylase 1,0.011842365300470678
11,Ppp1r9a,"protein phosphatase 1, regulatory subunit 9A",0.01181662176657976
11,Sh3gl2,SH3-domain GRB2-like 2,0.011810225920711554
11,Tnpo1,transportin 1,0.011747891682632856
11,Wscd2,WSC domain containing 2,0.011740488325872012
11,Slc6a15,"solute carrier family 6 (neurotransmitter transporter), member 15",0.011711676235977169
11,Hycc2,hyccin PI4KA lipid kinase complex subunit 2,0.011698804209369775
11,Xrn1,5'-3' exoribonuclease 1,0.011659812795468126
11,Dyrk1a,dual-specificity tyrosine phosphorylation regulated kinase 1a,0.011640442131469085
11,Khdrbs1,"KH domain containing, RNA binding, signal transduction associated 1",0.011619964915343542
11,Chn1,chimerin 1,0.011603989778545053
11,Ankib1,ankyrin repeat and IBR domain containing 1,0.01158823643486825
11,Pkia,"protein kinase inhibitor, alpha",0.011516827481822364
11,Macf1,microtubule-actin crosslinking factor 1,0.0114860734005712
11,Cracdl,capping protein inhibiting regulator of actin like,0.011475932214191902
11,Nr6a1,"nuclear receptor subfamily 6, group A, member 1",0.011452143900174083
11,Tent2,terminal nucleotidyltransferase 2,0.011442989262797543
11,Ptprs,protein tyrosine phosphatase receptor type S,0.011441958778951952
11,Adamts3,ADAM metallopeptidase with thrombospondin type 1 motif 3,0.01143762047179465
11,Prrc2b,proline-rich coiled-coil 2B,0.011404102644790498
11,Fam219a,"family with sequence similarity 219, member A",0.01135847334272887
11,Fau,FAU ubiquitin like and ribosomal protein S30 fusion,0.011308183131913483
11,Map3k5,mitogen-activated protein kinase kinase kinase 5,0.011260299292144406
11,Klhdc10,kelch domain containing 10,0.011246550635269935
11,Dlg4,discs large MAGUK scaffold protein 4,0.011201183173987113
11,Atp2b2,"ATPase, Ca++ transporting, plasma membrane 2",0.011200532728020305
11,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",0.011129512139753845
11,Depdc5,DEP domain containing 5,0.01112476689302425
11,Ocrl,"OCRL, inositol polyphosphate-5-phosphatase",0.011095273658677721
11,Kmt2a,lysine (K)-specific methyltransferase 2A,0.011082625275711066
11,Cox6c,cytochrome c oxidase subunit 6C,0.011016004347874003
11,mt-Co1,cytochrome c oxidase subunit I,0.010981426238281152
11,Csnk1g1,"casein kinase 1, gamma 1",0.010929604076938243
11,Kpna3,karyopherin subunit alpha 3,0.010914330028140013
11,Syne1,"spectrin repeat containing, nuclear envelope 1",0.010901800930586346
11,Trpc6,"transient receptor potential cation channel, subfamily C, member 6",0.010897158147048681
11,Hectd4,HECT domain E3 ubiquitin protein ligase 4,0.010894367663100847
11,Atrn,attractin,0.010860265560507867
11,Adgrb2,adhesion G protein-coupled receptor B2,0.01081544753048028
11,Rpl35a,ribosomal protein L35A,0.010775179240882296
11,Trim37,tripartite motif-containing 37,0.010760867693555765
11,Pias1,protein inhibitor of activated STAT 1,0.010743075989185339
11,Actb,"actin, beta",0.010715603164716118
11,Vezt,"vezatin, adherens junctions transmembrane protein",0.010706458216787696
11,Akap11,A kinase anchor protein 11,0.010673366577517548
11,Gm26652,Unknown protein for Gm26652,0.010651849137365131
11,Mindy3,MINDY lysine 48 deubiquitinase 3,0.010646292897379924
11,Arl15,ADP-ribosylation factor-like 15,0.010633119130647066
11,Nsd2,nuclear receptor binding SET domain protein 2,0.010630326351193788
11,Synj1,synaptojanin 1,0.010620893997678698
11,Epha4,Eph receptor A4,0.010618393740461791
11,Grm3,"glutamate receptor, metabotropic 3",0.010589908195995909
11,Prkcz,"protein kinase C, zeta",0.01058667494130146
11,Sec61a2,SEC61 translocon subunit alpha 2,0.010557642900806
11,Atp6v0c,"ATPase, H+ transporting, lysosomal V0 subunit C",0.010524766588444454
11,Rnf216,ring finger protein 216,0.010413643519006935
11,Mt3,metallothionein 3,0.010410801931810806
11,Cul3,cullin 3,0.010360377872286816
11,Sec14l1,SEC14-like lipid binding 1,0.010357605127457635
11,Purb,purine rich element binding protein B,0.010279549656946918
11,Vsnl1,visinin-like 1,0.010277389791031984
11,Dtna,dystrobrevin alpha,0.010236942972308892
11,Tardbp,TAR DNA binding protein,0.010223957613399287
11,Frmpd4,FERM and PDZ domain containing 4,0.010218643146753102
11,Trim2,tripartite motif-containing 2,0.010211051653672388
11,Rprd1a,regulation of nuclear pre-mRNA domain containing 1A,0.010048981020746627
11,Actr3b,ARP3 actin-related protein 3B,0.010047456707630189
11,Rpl18a,ribosomal protein L18A,0.01002616448052184
11,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",0.01000490207226178
11,Kifap3,kinesin-associated protein 3,0.009966386319639744
11,Ywhaz,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide",0.009913030943485304
11,Add1,adducin 1,0.009900193845532996
11,Ptms,parathymosin,0.00989407837384438
11,Arhgef28,Rho guanine nucleotide exchange factor 28,0.009828937323407184
11,Phc3,polyhomeotic 3,0.009817017121862502
11,Ralgapa1,"Ral GTPase activating protein, alpha subunit 1",0.00976827776233524
11,Rab14,"RAB14, member RAS oncogene family",0.00973330027682125
11,Pde7a,phosphodiesterase 7A,0.009708322814433947
11,Myh10,"myosin, heavy polypeptide 10, non-muscle",0.009705210080738037
11,Map2k4,mitogen-activated protein kinase kinase 4,0.009664441254872895
11,Gpatch8,G patch domain containing 8,0.009647947183521969
11,Mbtd1,mbt domain containing 1,0.009636567648620828
11,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,0.009633377333291797
11,Map2k6,mitogen-activated protein kinase kinase 6,0.009614271381383876
11,Adnp,activity-dependent neuroprotective protein,0.00959755026927049
11,Adarb2,"adenosine deaminase, RNA-specific, B2",0.009596149533164707
11,Brinp1,bone morphogenic protein/retinoic acid inducible neural specific 1,0.00958130938676215
11,Grid1,"glutamate receptor, ionotropic, delta 1",0.009577557150680285
11,Smap1,small ArfGAP 1,0.009539754512857459
11,Med12l,mediator complex subunit 12-like,0.009520879942462819
11,Evi5,ecotropic viral integration site 5,0.009510825889491975
11,Foxj3,forkhead box J3,0.00949135805187638
11,Epc1,enhancer of polycomb homolog 1,0.009472617367808096
11,Selenow,selenoprotein W,0.009442697779800816
11,Cask,calcium/calmodulin dependent serine protein kinase,0.009390410984796194
11,Slc38a9,"solute carrier family 38, member 9",0.00937904776664375
11,Sacs,sacsin,0.009299933092602228
11,Cacna1b,"calcium channel, voltage-dependent, N type, alpha 1B subunit",0.009293692871181342
11,Dpf3,double PHD fingers 3,0.009261873918161094
11,Cdc42,cell division cycle 42,0.009258462908120843
11,Pan3,PAN3 poly(A) specific ribonuclease subunit,0.009244928462285298
11,Gabra4,gamma-aminobutyric acid type A receptor subunit alpha 4,0.00923929031315785
11,Camkmt,calmodulin-lysine N-methyltransferase,0.009206649779102164
11,Fry,FRY microtubule binding protein,0.00919510370937518
11,Tusc3,tumor suppressor candidate 3,0.009128887205620733
11,Shisa6,shisa family member 6,0.009124259672913188
11,C1qtnf4,C1q and tumor necrosis factor related protein 4,0.009118536605871039
11,Cdh2,cadherin 2,0.009026753049299945
11,Iqsec1,IQ motif and Sec7 domain 1,0.00900965450676363
11,Aig1,androgen-induced 1,0.00899174227783796
11,Enah,ENAH actin regulator,0.008972095222844556
11,Rora,RAR-related orphan receptor alpha,0.008944956816909573
11,Sort1,sortilin 1,0.008928244303332574
11,Bmpr2,bone morphogenetic protein receptor type 2,0.008839042402006636
11,Plxna2,plexin A2,0.008837930918611464
11,Msi2,musashi RNA-binding protein 2,0.00883713949632658
11,Map3k3,mitogen-activated protein kinase kinase kinase 3,0.008774804146379154
11,Gm30092,"predicted gene, 30092",0.008758760205562731
11,Ubr5,ubiquitin protein ligase E3 component n-recognin 5,0.00867009169505263
11,Kat6b,K(lysine) acetyltransferase 6B,0.008661848877933042
11,Lgi1,"leucine-rich repeat LGI family, member 1",0.008629033485658808
11,Papola,poly (A) polymerase alpha,0.00854913797815588
11,Carmil1,capping protein regulator and myosin 1 linker 1,0.008528256640447686
11,Rufy3,RUN and FYVE domain containing 3,0.008496355042163948
11,Unc13a,unc-13 homolog A,0.008487161687873881
11,Actn1,"actinin, alpha 1",0.008409531333102188
11,Arsb,arylsulfatase B,0.00834281580966327
11,Cd47,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",0.008326301480122339
11,Setx,senataxin,0.008265452382425072
11,Ascc3,activating signal cointegrator 1 complex subunit 3,0.008214122660239674
11,Otud7a,OTU domain containing 7A,0.008165427209623433
11,Thrb,thyroid hormone receptor beta,0.008155332333189602
11,St3gal3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",0.008151823219936504
11,Clip1,CAP-GLY domain containing linker protein 1,0.008133632947277713
11,Rab6b,"RAB6B, member RAS oncogene family",0.008127006055746084
11,Tcaf1,TRPM8 channel-associated factor 1,0.008123188055196648
11,Usp45,ubiquitin specific petidase 45,0.00809014387577351
11,Tenm1,teneurin transmembrane protein 1,0.0080272558178909
11,Osbpl8,oxysterol binding protein-like 8,0.008008712907713897
11,Chd4,chromodomain helicase DNA binding protein 4,0.007978804069256626
11,Sphkap,"SPHK1 interactor, AKAP domain containing",0.00796170895273329
11,Bex2,brain expressed X-linked 2,0.007956435175003575
11,Atf2,activating transcription factor 2,0.007954245215659355
11,Tcf12,transcription factor 12,0.007943048487559763
11,Dennd5b,DENN domain containing 5B,0.00790607322917059
11,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)",0.007905871192435803
11,Exoc5,exocyst complex component 5,0.00789458415947955
11,Lrrc4c,leucine rich repeat containing 4C,0.007845143423902644
11,Kdm5a,lysine demethylase 5A,0.007826171371681984
11,Fhit,fragile histidine triad gene,0.007782820507949035
11,Atp8a1,ATPase phospholipid transporting 8A1,0.007750867513321265
11,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,0.007737229714096624
11,Eif1,eukaryotic translation initiation factor 1,0.007713143992955308
11,Aplp2,amyloid beta precursor-like protein 2,0.0077104831560146515
11,Cap2,cyclase associated actin cytoskeleton regulatory protein 2,0.007700750733847498
11,Thra,thyroid hormone receptor alpha,0.00768442562319718
11,Clec16a,"C-type lectin domain family 16, member A",0.007663951963241052
11,Slc22a17,"solute carrier family 22 (organic cation transporter), member 17",0.00764230971749625
11,9330159F19Rik,RIKEN cDNA 9330159F19 gene,0.007632871449505228
11,Cacna1a,"calcium channel, voltage-dependent, P/Q type, alpha 1A subunit",0.007615965764076713
11,Napb,N-ethylmaleimide sensitive fusion protein attachment protein beta,0.0076122499782442935
11,Dop1a,DOP1 leucine zipper like protein A,0.0075914023672295616
11,mt-Nd4,NADH dehydrogenase subunit 4,0.007551722792698053
11,Htr4,5 hydroxytryptamine (serotonin) receptor 4,0.007546377053119631
11,Smurf2,SMAD specific E3 ubiquitin protein ligase 2,0.007541035736023724
11,Gse1,"genetic suppressor element 1, coiled-coil protein",0.007537396642185194
11,Lrch3,leucine-rich repeats and calponin homology (CH) domain containing 3,0.007530409737861895
11,Btaf1,B-TFIID TATA-box binding protein associated factor 1,0.007519432023584016
11,Sec63,"SEC63 homolog, protein translocation regulator",0.007468209282548573
11,Mapk10,mitogen-activated protein kinase 10,0.007460830897881981
11,Fam110b,"family with sequence similarity 110, member B",0.0074440179302343425
11,Btrc,beta-transducin repeat containing protein,0.007391816166659523
11,Ralgps2,Ral GEF with PH domain and SH3 binding motif 2,0.0073780748414766515
11,N4bp2l2,NEDD4 binding protein 2-like 2,0.0073756807858827685
11,Dpysl2,dihydropyrimidinase-like 2,0.007375657951316347
11,Ccny,cyclin Y,0.007364445567398499
11,Tet3,tet methylcytosine dioxygenase 3,0.007350454085905373
11,Tasp1,"taspase, threonine aspartase 1",0.007339043449838654
11,Cnot2,"CCR4-NOT transcription complex, subunit 2",0.007286922313478387
11,Atp9b,"ATPase, class II, type 9B",0.007264529239152062
11,Slc17a7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",0.007217074347886473
11,Eif4a2,eukaryotic translation initiation factor 4A2,0.007211406825109851
11,Rpl3,ribosomal protein L3,0.007208813715597546
11,Ttll5,"tubulin tyrosine ligase-like family, member 5",0.00716933061747739
11,Pacs1,phosphofurin acidic cluster sorting protein 1,0.007169257568152158
11,Samd12,sterile alpha motif domain containing 12,0.007134756930719085
11,Cdk13,cyclin dependent kinase 13,0.007076786429843878
11,Rras2,related RAS viral (r-ras) oncogene 2,0.007038028443572288
11,Pnisr,PNN interacting serine/arginine-rich,0.007007197941769889
11,Car10,carbonic anhydrase 10,0.006984721175318518
11,Trp53bp1,transformation related protein 53 binding protein 1,0.006968536503887621
11,Gpr137c,G protein-coupled receptor 137C,0.006957848761770494
11,Asxl1,ASXL transcriptional regulator 1,0.006948313585475363
11,Add3,adducin 3,0.00693787629837867
11,Arhgap32,Rho GTPase activating protein 32,0.006937024675123535
11,Micu3,"mitochondrial calcium uptake family, member 3",0.006932068328788197
11,Otud7b,OTU domain containing 7B,0.00688402057898732
11,B230209E15Rik,RIKEN cDNA B230209E15 gene,0.006874535815882708
11,Strada,STE20-related kinase adaptor alpha,0.0067688642586274245
11,Edil3,EGF-like repeats and discoidin I-like domains 3,0.0067563105194707205
11,Arhgap21,Rho GTPase activating protein 21,0.006747646170762543
11,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",0.00672374839476389
11,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",0.006718342487611137
11,Aopep,aminopeptidase O,0.006696394388437491
11,Actr3,ARP3 actin-related protein 3,0.006685367832069139
11,Rpl13,ribosomal protein L13,0.006648053837754687
11,Mapk4,mitogen-activated protein kinase 4,0.006553200089129406
11,Ppp2r5c,"protein phosphatase 2, regulatory subunit B', gamma",0.006487375042200863
11,Pcbp2,poly(rC) binding protein 2,0.006484644552789031
11,Armc8,armadillo repeat containing 8,0.006484596532291646
11,Hs6st3,heparan sulfate 6-O-sulfotransferase 3,0.006476336885803964
11,Asph,aspartate-beta-hydroxylase,0.006459013714493551
11,Mapre2,"microtubule-associated protein, RP/EB family, member 2",0.006458397130802813
11,Nkain3,Na+/K+ transporting ATPase interacting 3,0.006451299105555837
11,Ube2k,ubiquitin-conjugating enzyme E2K,0.0063957505375223
11,Bdp1,"B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB",0.006371103737712328
11,Rps2,ribosomal protein S2,0.006370968509114443
11,Herc4,hect domain and RLD 4,0.0063476501399937135
11,Pak5,p21 (RAC1) activated kinase 5,0.0063281735768124375
11,Map4k5,mitogen-activated protein kinase kinase kinase kinase 5,0.0063171203002619055
11,Calb1,calbindin 1,0.0063018275342018835
11,Erc1,ELKS/RAB6-interacting/CAST family member 1,0.00629916384387682
11,Nktr,natural killer tumor recognition sequence,0.006218260409780146
11,Car12,carbonic anhydrase 12,0.006168070365931452
11,Med13,mediator complex subunit 13,0.006154607358416444
11,Syndig1,synapse differentiation inducing 1,0.006108256368878179
11,Rps27a,ribosomal protein S27A,0.006094767758803564
11,Jph1,junctophilin 1,0.00608331939383438
11,Rpl8,ribosomal protein L8,0.006056864627338304
11,Supt3,"SPT3, SAGA and STAGA complex component",0.006039650800078243
11,Ambra1,autophagy/beclin 1 regulator 1,0.006018574859379528
11,Tmtc1,transmembrane and tetratricopeptide repeat containing 1,0.006012222003497667
11,Gabrg2,"gamma-aminobutyric acid type A receptor, subunit gamma 2",0.006011979390540171
11,Scn3a,"sodium channel, voltage-gated, type III, alpha",0.005999114402263571
11,Ncoa7,nuclear receptor coactivator 7,0.005867657999754504
11,Dmxl2,Dmx-like 2,0.005864537360213564
11,Nrg1,neuregulin 1,0.00586331135455763
11,Faah,fatty acid amide hydrolase,0.005810881677255381
11,Syt16,synaptotagmin XVI,0.005765751154971278
11,Itpka,"inositol 1,4,5-trisphosphate 3-kinase A",0.0057639277035513034
11,Upf2,UPF2 regulator of nonsense transcripts homolog (yeast),0.005760959403227372
11,Tpt1,"tumor protein, translationally-controlled 1",0.005755332053914427
11,Pcmt1,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1,0.005755295764538243
11,Rps6ka2,"ribosomal protein S6 kinase, polypeptide 2",0.005730576009348678
11,Smarcc1,SWI/SNF related BAF chromatin remodeling complex subunit C1,0.005712454617197583
11,Rabgap1,RAB GTPase activating protein 1,0.005670350901263861
11,Adgrl1,adhesion G protein-coupled receptor L1,0.005649649750253465
11,Chd6,chromodomain helicase DNA binding protein 6,0.005645515589921604
11,Tgfbr1,"transforming growth factor, beta receptor I",0.005598316705110069
11,Ptprj,protein tyrosine phosphatase receptor type J,0.005571921855877405
11,Ube2r2,ubiquitin-conjugating enzyme E2R 2,0.005563346300659454
11,Odf2,outer dense fiber of sperm tails 2,0.005437304991384007
11,Rb1,RB transcriptional corepressor 1,0.00533962711768454
11,Ranbp17,RAN binding protein 17,0.005233145809721472
11,Rps16,ribosomal protein S16,0.005133753412269351
11,Mcf2l,mcf.2 transforming sequence-like,0.005114911204650918
11,Sptan1,"spectrin alpha, non-erythrocytic 1",0.005103311284729613
11,Zfp609,zinc finger protein 609,0.0050647780088762286
11,Krit1,"KRIT1, ankyrin repeat containing",0.005036431539281675
11,Nudcd3,NudC domain containing 3,0.005019839026847877
11,Wnk2,WNK lysine deficient protein kinase 2,0.00500259006096525
11,St3gal5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",0.0049811402278105805
11,Rpl11,ribosomal protein L11,0.004979959808953619
11,Srsf2,serine and arginine-rich splicing factor 2,0.004966305854493245
11,Shtn1,shootin 1,0.004953553111902684
11,Scamp1,secretory carrier membrane protein 1,0.004919168823226025
11,Lmbrd1,LMBR1 domain containing 1,0.004875536990412408
11,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",0.004863773879186439
11,Scg5,secretogranin V,0.004860114081841445
11,Hectd1,HECT domain E3 ubiquitin protein ligase 1,0.004799877120803641
11,Aff3,"AF4/FMR2 family, member 3",0.004766222163216621
11,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,0.0047318014109468615
11,Ep300,E1A binding protein p300,0.004684329150098141
11,Fubp1,far upstream element (FUSE) binding protein 1,0.0046639555074570686
11,Xpo7,exportin 7,0.004646956318130417
11,Sil1,SIL1 nucleotide exchange factor,0.004619256801073745
11,Nsg2,neuron specific gene family member 2,0.0046020372828573745
11,Zfp207,zinc finger protein 207,0.004582423553297286
11,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,0.004476251856254966
11,Mmd2,monocyte to macrophage differentiation-associated 2,0.00446862538223879
11,Opcml,opioid binding protein/cell adhesion molecule-like,0.004447054838060377
11,Rnf130,ring finger protein 130,0.0044312898207422655
11,Camk1d,calcium/calmodulin-dependent protein kinase ID,0.004417399653478944
11,Ndfip1,Nedd4 family interacting protein 1,0.0043973120536868835
11,Tln2,talin 2,0.00428447169149008
11,Rpl37a,ribosomal protein L37a,0.004282985349614825
11,Plppr5,phospholipid phosphatase related 5,0.004255462112779212
11,Spop,speckle-type BTB/POZ protein,0.004235074755622282
11,St7l,suppression of tumorigenicity 7-like,0.004207096157400531
11,Atp11c,"ATPase, class VI, type 11C",0.004145533403883405
11,R3hdm4,R3H domain containing 4,0.004122341136291721
11,Ehbp1,EH domain binding protein 1,0.0040360599318014344
11,Atp9a,"ATPase, class II, type 9A",0.004026490575477216
11,Stxbp1,syntaxin binding protein 1,0.004024859542254758
11,Cul5,cullin 5,0.004011136788601974
11,Cntnap5b,contactin associated protein-like 5B,0.003973064715489665
11,Kif26b,kinesin family member 26B,0.003931711750900217
11,Marchf6,membrane associated ring-CH-type finger 6,0.003928278369212414
11,Stau2,staufen double-stranded RNA binding protein 2,0.003926670621572116
