names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia NN (for_DEGs),mean_expr_Rest (for_DEGs)
Fcgr2b,2.8042095,4.347322,0.00504401115855279,0.012565601690182965,0.06229860365198711,0.008777777777777778,0.1147246,0.0059544123
Gm3739,2.8019276,3.2570496,0.005079828623928851,0.012652483789856157,0.09452201933404941,0.04474074074074074,0.17247324,0.01949852
Tep1,2.797283,3.1485608,0.005153439910842522,0.012827506290350956,0.08378088077336197,0.032407407407407406,0.14586687,0.017554471
Evi2a,2.7963982,2.2883008,0.005167569916417348,0.012860294864697058,0.09774436090225563,0.04748148148148148,0.17647827,0.038751405
Il7r,2.7945068,4.556085,0.0051978952480221585,0.012932170862440315,0.061224489795918366,0.007851851851851851,0.11307983,0.005076336
Map3k1,2.7892935,1.8312016,0.0052823146562949765,0.01313004577378779,0.17722878625134264,0.1461111111111111,0.33440158,0.10579894
Pnp,2.7765503,2.7220829,0.00549391457267496,0.01363331035904841,0.08915145005370569,0.03866666666666667,0.16138029,0.026196042
Plekha2,2.7746794,1.7448318,0.005525612536233195,0.013706906282181125,0.17722878625134264,0.14674074074074073,0.31681615,0.10545593
A530088E08Rik,2.7176824,4.1321473,0.006574089846566027,0.01620752309177256,0.0644468313641246,0.012888888888888889,0.12152676,0.007342313
Spata13,2.716558,1.8266754,0.006596464168660816,0.016258208788471486,0.158968850698174,0.12355555555555556,0.29265234,0.09152501
Trim56,2.7094803,3.5101955,0.006738869440459874,0.016597013919812723,0.06659505907626208,0.015296296296296296,0.117995635,0.010931762
Trim36,2.691005,1.9806887,0.007123712979490129,0.0175063259336839,0.14285714285714285,0.10348148148148148,0.26542735,0.07419896
Clec4a3,2.6452527,4.9424477,0.008162993014748158,0.01994903340666512,0.055853920515574654,0.005185185185185185,0.09748297,0.0033244637
Csf2rb,2.6413047,4.520278,0.008258742655541924,0.020168355462547624,0.05907626208378088,0.008703703703703703,0.10632619,0.0048767943
Aff1,2.6336007,1.8526125,0.008448478133704414,0.020612967170856044,0.20408163265306123,0.18818518518518518,0.38417277,0.12194793
Alox5ap,2.6291978,3.782292,0.008558654948782971,0.020864730400453498,0.0644468313641246,0.014666666666666666,0.115351915,0.008847243
Jam2,2.6284497,1.9479786,0.008577507020051145,0.020904998968596305,0.1288936627282492,0.08762962962962963,0.23244928,0.065622635
Irgm2,2.6206837,4.5725145,0.00877536537735038,0.02136009309624103,0.05692803437164339,0.006814814814814815,0.10526111,0.004654258
Tmem176b,2.6146767,2.142274,0.008931193298847066,0.02172470189005593,0.08807733619763695,0.04011111111111111,0.16253452,0.039200265
Mgmt,2.6057181,3.094054,0.009168187523099957,0.022269860671279684,0.08378088077336197,0.03648148148148148,0.16136156,0.020299828
Aif1,2.5977497,3.3608727,0.009383688939025692,0.022762455700245585,0.06659505907626208,0.01751851851851852,0.11526622,0.011821685
Il4ra,2.593539,3.5856104,0.009499375959833821,0.023032686522354698,0.06552094522019335,0.016555555555555556,0.117729716,0.010353215
Ccdc88b,2.585678,4.0311165,0.009718767853746434,0.023545513680476665,0.06337271750805586,0.014444444444444444,0.11650155,0.0075292564
Morc3,2.5846136,1.6219162,0.009748822385773726,0.023614068106530245,0.29430719656283566,0.338037037037037,0.5580412,0.21735336
Phactr2,2.5509307,1.4008733,0.010743567680066186,0.02593008744843065,0.2964554242749731,0.3399259259259259,0.6151891,0.27906784
Fam111a,2.5504491,2.9880083,0.010758423095674418,0.025963609536623997,0.08592910848549946,0.04003703703703704,0.15364484,0.02071679
Sfmbt1,2.542681,1.0775065,0.011000557889513556,0.026533661623988264,0.3877551020408163,0.5313703703703704,0.7914897,0.45220995
Casp4,2.5399795,4.3536134,0.011085898215688955,0.026710732160649408,0.05692803437164339,0.008444444444444444,0.10394459,0.0053436677
Galnt12,2.5275812,3.1760633,0.011485125213778969,0.027642898109480552,0.08163265306122448,0.035777777777777776,0.15117714,0.017895566
C5ar2,2.5193894,5.155169,0.011755854112283656,0.028269178449710206,0.05263157894736842,0.004333333333333333,0.093254566,0.0027391876
Cyb561a3,2.5189037,2.8714523,0.011772084273058793,0.028305673773341367,0.09237379162191192,0.04803703703703704,0.16730931,0.024581859
Cd48,2.5045397,4.749858,0.01226108363705626,0.029441940779955468,0.05370569280343716,0.0057777777777777775,0.10136595,0.0039571263
Tns1,2.5021875,2.0646007,0.012342856853524854,0.029633002470891068,0.10204081632653061,0.05851851851851852,0.1769946,0.045247205
Il1a,2.4865294,5.630867,0.012899589706282051,0.030914375259347013,0.05155746509129968,0.0038888888888888888,0.08912022,0.0018793335
Rhoq,2.4789765,1.6474046,0.013176002253725066,0.0315486705184096,0.2545649838882922,0.26940740740740743,0.49504262,0.18604669
Trim5,2.453289,4.2885838,0.014155653553421969,0.033806987021637924,0.05477980665950591,0.007925925925925927,0.093036786,0.004976688
Naip6,2.429985,5.39968,0.015099446214707926,0.035945966137078234,0.050483351235230935,0.0038888888888888888,0.09246572,0.0022921895
Themis2,2.4298258,4.8406854,0.015106078309259571,0.035955383485676735,0.05155746509129968,0.005,0.090058915,0.0032834078
Or5v1b,2.4278662,5.1731844,0.015187941065126706,0.03613422847706345,0.05155746509129968,0.005074074074074074,0.09599808,0.0027885954
Ptp4a2,2.4131737,1.1018424,0.015814283304712823,0.03755455522736487,0.38882921589688507,0.5301851851851852,0.7882328,0.44396546
Adrb2,2.4085765,4.788651,0.01601486930531131,0.03799731021931257,0.05155746509129968,0.0054444444444444445,0.093997724,0.0035594904
Daglb,2.3954713,1.798344,0.01659901136717475,0.039303439851602534,0.25671321160042965,0.2783333333333333,0.48261988,0.1641094
Gm56745,2.3879244,5.105791,0.01694382138228057,0.040095154605185285,0.050483351235230935,0.004740740740740741,0.09031,0.002740957
Trim47,2.3667371,3.6421244,0.017945672345946788,0.04239495480355109,0.061224489795918366,0.016592592592592593,0.11113714,0.009371101
Cmtm8,2.366634,3.7126405,0.017950683961949113,0.042403066202863535,0.05907626208378088,0.01425925925925926,0.11018643,0.008845776
Zfp36l2,2.3657677,2.2580907,0.017992729511746693,0.04249491447487331,0.11707841031149302,0.07996296296296296,0.21805564,0.04968117
Parvg,2.3653998,3.5725238,0.018010617435923974,0.042533423317215435,0.061224489795918366,0.016592592592592593,0.10588703,0.009344822
Tlr3,2.3478732,2.5206766,0.018880948645841618,0.04450272720296178,0.0719656283566058,0.02840740740740741,0.13237575,0.024365194
Syngr2,2.3435571,3.1822374,0.019100835060496358,0.04500126594261615,0.06337271750805586,0.019296296296296298,0.115293846,0.013372922
Rbpms,2.3259044,2.604177,0.02002364710843169,0.04707633194536351,0.06874328678839957,0.025222222222222222,0.1309521,0.022749595
Cd80,2.3256772,3.8592744,0.020035782965728107,0.04710074263246844,0.05907626208378088,0.015148148148148148,0.1107828,0.008039819
Gm33100,2.3247635,5.201292,0.02008461179311301,0.04720727072086657,0.04940923737916219,0.004888888888888889,0.093465224,0.0026593853
Dtx4,2.3180227,1.9287871,0.020448082962221812,0.048019576052691845,0.23415682062298604,0.24492592592592594,0.4480113,0.13841195
Fam91a1,2.3100564,1.7448578,0.020885035391262696,0.04899003936824344,0.2696025778732546,0.3024074074074074,0.515231,0.18324108
Lst1,2.3033838,3.2268875,0.021257254519659846,0.04980228694247625,0.06766917293233082,0.024814814814814814,0.12064001,0.013602064
Pld2,-2.35012,0.5617203,0.018767355773129313,0.04425439663220576,0.04296455424274973,0.09181481481481482,0.07769818,0.053293385
Ccdc117,-2.3506968,0.41292262,0.018738296505436947,0.04418975136923738,0.024704618689581095,0.07166666666666667,0.047569204,0.035939045
Gpr137b,-2.3612037,0.6310395,0.018215724571416257,0.04299890356092022,0.031149301825993556,0.07896296296296296,0.057023365,0.037190445
Hacd4,-2.3686059,0.8229275,0.017855273506093304,0.04218510499505206,0.04403866809881848,0.09359259259259259,0.07769695,0.04466069
Cracr2a,-2.3782837,0.56957954,0.017393435497264687,0.04112288709296103,0.027926960257787327,0.07577777777777778,0.052043296,0.035363317
Enox2,-2.3820934,0.74777424,0.01721453325585759,0.04071424245972128,0.2878625134264232,0.4504444444444444,0.59522253,0.3950223
Dtx2,-2.39716,0.8515284,0.01652270086354589,0.03913309583106902,0.045112781954887216,0.09537037037037037,0.080126666,0.045196593
Pecr,-2.4012942,0.9842771,0.016337193276632644,0.038714206133091025,0.05477980665950591,0.10662962962962963,0.10347829,0.05364328
Atxn7l1,-2.403417,0.343525,0.016242648156821776,0.03850714275399693,0.37056928034371645,0.6284444444444445,0.7546991,0.6356138
Tnrc18,-2.4035783,0.6552341,0.01623548719974422,0.03849356225687172,0.3276047261009667,0.5337777777777778,0.6357951,0.44736725
Snx17,-2.4060898,0.6817097,0.016124299183647262,0.03824006346554298,0.05477980665950591,0.10622222222222222,0.09925652,0.06302566
Atp11c,-2.407014,0.7808254,0.016083561708351922,0.038156922400089714,0.27926960257787325,0.4358888888888889,0.56279784,0.36448565
AA386476,-2.4260783,0.26348302,0.01526297709511176,0.036306320338673245,0.022556390977443608,0.07077777777777777,0.040677413,0.034001317
Limd2,-2.4286125,0.61219114,0.015156721647074324,0.0360663399448182,0.061224489795918366,0.11396296296296296,0.10946319,0.07295071
Magt1,-2.4290922,1.0320773,0.015136688040203962,0.03602504939240748,0.12137486573576799,0.18914814814814815,0.22495316,0.116322845
Spata1,-2.4393344,0.93263763,0.014714347263115757,0.035075808282462775,0.0719656283566058,0.1275925925925926,0.12935959,0.06985269
Ccdc93,-2.4422407,1.1698161,0.014596413923627666,0.034813211621505004,0.2083780880773362,0.31962962962962965,0.39275852,0.19377288
Dcakd,-2.443452,1.1780597,0.014547507603640944,0.03470272809923936,0.20730397422126745,0.31692592592592594,0.39578044,0.19440128
Gtpbp1,-2.4459488,1.0276883,0.01444714616240095,0.03447556104651097,0.07411385606874328,0.13040740740740742,0.13143674,0.06662813
Arid3a,-2.4479892,1.1851189,0.014365599312456024,0.03428705396390952,0.07303974221267455,0.12933333333333333,0.13423692,0.06126596
A130014A01Rik,-2.464906,0.34856784,0.013704922611177952,0.032768399231389175,0.023630504833512353,0.07274074074074074,0.04242343,0.033468295
Dennd4b,-2.4708383,0.8718203,0.013479671962602831,0.03225677679845726,0.050483351235230935,0.10303703703703704,0.08997725,0.050168786
Slc35c2,-2.4739783,1.0756975,0.013361782945232574,0.03198210473351142,0.09344790547798067,0.15455555555555556,0.16968264,0.08410021
Gm43466,-2.483648,0.7995029,0.013004429873380638,0.031160070509874956,0.036519871106337275,0.08744444444444445,0.06645291,0.03871813
Lonrf3,-2.4957051,0.55504936,0.012570705565055343,0.03016116247281338,0.04618689581095596,0.09844444444444445,0.08594631,0.05929233
Phkb,-2.4985886,0.52812403,0.012468894811852394,0.029927575131261618,0.3351235230934479,0.5433703703703704,0.67399716,0.5111156
Abl1,-2.5081282,0.87834597,0.012137264447749856,0.02915504163338447,0.2878625134264232,0.458037037037037,0.56960154,0.34892806
Rhno1,-2.5120823,0.35028324,0.012002105338379112,0.028835530261288156,0.02685284640171858,0.07714814814814815,0.049041025,0.038670745
Tk2,-2.5158527,1.0718036,0.011874478672002815,0.02854676942978578,0.08807733619763695,0.14885185185185185,0.15636764,0.07744162
Fkbp15,-2.5225315,0.98208857,0.011651354584499521,0.02802541381125254,0.26423200859291085,0.41633333333333333,0.5028428,0.28577173
Lats2,-2.5262852,0.8785438,0.011527586243468288,0.027735157804619708,0.09452201933404941,0.15655555555555556,0.16691169,0.09422092
Meis1,-2.5410542,0.3080936,0.011051874712487154,0.026645479903502002,0.07733619763694952,0.13407407407407407,0.14423265,0.1180659
Ap1s2,-2.5418708,0.85213774,0.011026091968334178,0.02659047668184701,0.11707841031149302,0.18548148148148147,0.22293888,0.12957919
Zfand6,-2.5457115,0.8285045,0.010905530686262712,0.026311538972782534,0.27926960257787325,0.4358148148148148,0.5478803,0.34418392
Zfyve19,-2.5569377,1.0359819,0.010559815722762137,0.025514094817967684,0.05477980665950591,0.10981481481481481,0.10363274,0.05188215
Eps8l1,-2.5664399,0.61396605,0.010274843693730013,0.024841195793640945,0.031149301825993556,0.08303703703703703,0.05876313,0.038784333
Arrdc1,-2.5742865,0.70915323,0.010044707867637772,0.02430229609251098,0.03759398496240601,0.09044444444444444,0.06642294,0.041150812
Nck1,-2.576428,1.0803831,0.00998270214152512,0.024156628831302228,0.20945220193340494,0.32214814814814813,0.40165532,0.21006225
Dnttip2,-2.58198,0.5262065,0.0098235270819205,0.023788588021918154,0.04403866809881848,0.09759259259259259,0.07916236,0.055626683
Lifr,-2.587185,0.9450221,0.009676365834239507,0.02344912968668971,0.23523093447905477,0.3635925925925926,0.44815722,0.25750136
Itgb1bp1,-2.6064024,0.4862442,0.009149891585665027,0.022229438237506265,0.0322234156820623,0.08496296296296296,0.061205182,0.044072393
Spg20,-2.6083019,0.5706294,0.009099264845009836,0.022110440078261375,0.05263157894736842,0.10796296296296297,0.0926777,0.063336335
2810449D17Rik,-2.6089635,0.5781124,0.009081695170636535,0.022071739257869365,0.03329752953813104,0.0862962962962963,0.061987903,0.041943848
Rad51d,-2.613819,0.73086435,0.00895364728815585,0.021776294590219743,0.047261009667024706,0.10218518518518518,0.085972615,0.052681737
Hscb,-2.6211612,0.28397638,0.008763083359824439,0.021332129903830647,0.024704618689581095,0.07696296296296297,0.046099663,0.03801715
Rgl2,-2.6219633,1.2054894,0.00874248838755676,0.021285852027333286,0.1310418904403867,0.20762962962962964,0.24247658,0.11242325
Usp35,-2.6283069,1.1597335,0.008581104580141084,0.02091187013136141,0.07518796992481203,0.1355925925925926,0.14288563,0.06648945
Atg10,-2.6312628,0.82797116,0.008506821509419556,0.02074213193812191,0.2900107411385607,0.46774074074074073,0.5872963,0.3716722
Nsun4,-2.633243,0.58561546,0.00845737920560958,0.020632810900193338,0.03544575725026853,0.08914814814814814,0.06331387,0.042632565
Plod3,-2.6377554,0.843437,0.0083456735128408,0.02036953831320123,0.06229860365198711,0.12007407407407407,0.10791329,0.061571546
Zfp839,-2.639779,0.8845863,0.00829600745677627,0.02025383612244034,0.04940923737916219,0.10518518518518519,0.09180977,0.050771426
Surf6,-2.640736,0.305851,0.008272611047782217,0.02020038702779972,0.02685284640171858,0.07970370370370371,0.04838931,0.039324384
Washc4,-2.6487274,0.89046645,0.008079546619005264,0.019748696229661734,0.2728249194414608,0.43503703703703706,0.5168827,0.31121948
Lipe,-2.6491325,0.75843024,0.008069866878112852,0.01972683069640578,0.04833512352309345,0.10411111111111111,0.09189146,0.05533508
Cdc42se1,-2.6617603,0.3952774,0.007773322677447919,0.019036564012306377,0.03759398496240601,0.09192592592592592,0.06819244,0.05226828
Zfp110,-2.667211,0.7683828,0.007648362095217616,0.018742497902279737,0.06981740064446831,0.12955555555555556,0.12428428,0.07482194
Capza1,-2.6749935,0.87308395,0.007473068833124489,0.018329653997814242,0.2921589688506982,0.4736296296296296,0.5789607,0.35637754
8030453O22Rik,-2.6815689,0.42780882,0.007327783095050742,0.017986437541245404,0.02900107411385607,0.08292592592592593,0.052478187,0.039272204
Supt3,-2.686718,0.47961023,0.007215786438349772,0.017721248660859005,0.3447905477980666,0.5765185185185185,0.7001388,0.54652095
Sema4g,-2.6886032,0.6890524,0.007175168208629581,0.017627939084381167,0.050483351235230935,0.10733333333333334,0.087994345,0.0554847
Mcm9,-2.6974728,0.8427204,0.00698679890575359,0.017182435163609643,0.08163265306122448,0.1444814814814815,0.14801732,0.08521773
Nhlrc3,-2.6979833,0.8331471,0.0069760923582808864,0.01715767520979473,0.04833512352309345,0.10514814814814814,0.089026965,0.0509432
Necap2,-2.698496,0.7152855,0.006965357292092323,0.017134409085280664,0.04081632653061224,0.09655555555555556,0.074619204,0.0461085
Bc1,-2.6994572,0.38984054,0.006945269027217,0.017088121853431077,0.047261009667024706,0.10337037037037038,0.08612135,0.06638902
Nop2,-2.7011936,0.56103796,0.006909112421176063,0.01700227591876553,0.03329752953813104,0.08807407407407407,0.060944173,0.04171142
Khdrbs1,-2.7084758,0.5838005,0.006759304730595941,0.016644292348892316,0.3383458646616541,0.5625925925925926,0.6622182,0.48646918
Ctsf,-2.708794,0.8206531,0.006752823330629009,0.016629856373751396,0.06766917293233082,0.12777777777777777,0.12544511,0.07294594
P2rx4,-2.723036,1.0369349,0.0064684982318963255,0.015958915388031795,0.12244897959183673,0.19737037037037036,0.22537008,0.1161803
Gmpr2,-2.7289624,0.6384067,0.006353394885535321,0.01568645783095967,0.045112781954887216,0.102,0.0791555,0.05156533
Mthfd2,-2.7300828,0.38221994,0.006331843176374772,0.01563468352776972,0.0322234156820623,0.0874074074074074,0.05746065,0.044378836
Pbx2,-2.7409596,0.8171944,0.0061260038522388,0.015140335127819772,0.05477980665950591,0.11337037037037037,0.101347774,0.058773614
Ganc,-2.7467246,0.96728146,0.006019364974685093,0.014886363264591666,0.07841031149301826,0.14185185185185184,0.14276753,0.075562745
Cds1,-2.751977,0.8477511,0.005923667583836844,0.01465779058639801,0.23952738990332975,0.37666666666666665,0.4444117,0.2707338
Gm51425,-2.7536285,0.5431461,0.005893860814730816,0.01458672193900866,0.03866809881847476,0.09514814814814815,0.070260145,0.048744358
Snx9,-2.7568822,1.1074729,0.005835537744856051,0.01444903236309271,0.158968850698174,0.2494074074074074,0.30782914,0.15468965
Kdelr2,-2.7581823,0.42596164,0.005812376621116801,0.014393010764851945,0.04081632653061224,0.09755555555555556,0.07112476,0.053416856
mt-Nd4l,-2.7750432,0.3227413,0.005519435172918197,0.013692846745112357,0.10311493018259936,0.16892592592592592,0.1738017,0.14129984
Snn,-2.7779372,0.78154415,0.005470518601736695,0.013579014764772747,0.0719656283566058,0.13407407407407407,0.12969123,0.07747762
Mvp,-2.7813623,0.6227994,0.005413128241154052,0.01343904239488214,0.04296455424274973,0.1005925925925926,0.07563674,0.049765516
Erf,-2.7865446,0.4445502,0.005327330996488629,0.01323581912858525,0.04081632653061224,0.09814814814814815,0.06962498,0.051628422
Yeats4,-2.7964911,0.33296147,0.0051660826397710025,0.012857784413731645,0.04189044038668099,0.0994074074074074,0.0714277,0.05711839
Ears2,-2.8046415,0.25787023,0.005037256256496347,0.012549937469824463,0.02685284640171858,0.08296296296296296,0.046829563,0.03931313
Casp9,-2.8115642,0.4098557,0.00493012599214837,0.01229899595293164,0.03329752953813104,0.09025925925925926,0.05642769,0.042766575
Zfp646,-2.816674,0.49190035,0.004852376431045797,0.012116286098150783,0.036519871106337275,0.094,0.066024855,0.047393043
Rps29,-2.8194108,0.4494376,0.0048111916335634745,0.012023504389309018,0.3426423200859291,0.5231481481481481,0.7005405,0.5557221
Fmnl1,-2.8212607,1.2423034,0.004783530910458426,0.011958827276146064,0.15252416756176154,0.24207407407407408,0.29346785,0.13467903
C330018D20Rik,-2.8410301,0.6176828,0.004496807232471418,0.011262976355006246,0.04296455424274973,0.10181481481481482,0.07674567,0.050679535
Tcof1,-2.8557332,0.4690196,0.004293759682981168,0.010775504126431678,0.04189044038668099,0.10074074074074074,0.07250658,0.05290415
2310058D17Rik,-2.8560865,0.50435907,0.004288982319947475,0.010765525916579977,0.03759398496240601,0.09603703703703703,0.06378456,0.04538581
Irf2bp2,-2.8635507,0.91105825,0.004189217962976738,0.01052592918133392,0.10633727175080558,0.17888888888888888,0.18813722,0.104433194
Csnk1e,-2.8638008,1.063679,0.004185911739096061,0.010518605482980562,0.15682062298603652,0.24785185185185185,0.2900378,0.14925984
Rab35,-2.868127,0.5860371,0.004129095617220615,0.010380688551152501,0.05155746509129968,0.11196296296296296,0.093022004,0.062920615
Sbno2,-2.8846161,1.152164,0.003918912579176108,0.009864279250816116,0.11385606874328678,0.19018518518518518,0.2052573,0.09759573
Sord,-2.8962784,0.35702726,0.003776172060631029,0.00951657693389193,0.031149301825993556,0.08955555555555555,0.054836307,0.04306936
Clta,-2.901072,0.8789269,0.003718884985300774,0.009378361290946205,0.24597207303974222,0.3831111111111111,0.47798923,0.28761092
Itgb1,-2.9054995,0.8442388,0.0036666734870764465,0.009250165862148543,0.2771213748657358,0.44625925925925924,0.53978294,0.33548084
Sec61a1,-2.9110372,0.8429744,0.003602310974261554,0.009099755182702637,0.2556390977443609,0.39874074074074073,0.51224846,0.31698728
Map3k20,-2.9175837,0.64243394,0.003527550723129534,0.008914256365135952,0.06659505907626208,0.13077777777777777,0.120622255,0.07892956
Amz1,-2.929775,0.6431456,0.0033920739316572208,0.008587245764427128,0.055853920515574654,0.11844444444444445,0.10024121,0.06533186
Ptpn1,-2.9303083,0.87097174,0.003386257291478152,0.0085733283164061,0.280343716433942,0.459,0.55065167,0.33757538
Ptp4a3,-2.9392111,0.79077166,0.0032904872508366123,0.008339779380514561,0.05800214822771214,0.12114814814814814,0.10531263,0.062219054
Oser1,-2.9435294,0.36967003,0.0032449307814763043,0.008228698574770507,0.03007518796992481,0.08929629629629629,0.056611713,0.044092603
Snx2,-2.9559193,0.81742924,0.003117386669593069,0.007917107687581186,0.2857142857142857,0.4642222222222222,0.5505253,0.34826133
Trpv2,-2.9616947,1.0008733,0.0030595104543359583,0.007777582394324238,0.07626208378088077,0.14385185185185184,0.13578637,0.07015516
Dusp7,-2.9629762,0.84309995,0.0030468010792455216,0.007746739685780391,0.08485499462943072,0.15396296296296297,0.15101612,0.08697758
Dok3,-2.9631293,0.7662982,0.0030452873747452928,0.00774362371149863,0.0397422126745435,0.1007037037037037,0.07454016,0.044493925
Zup1,-2.9714947,0.80542046,0.0029635411581459127,0.00754218137141321,0.2771213748657358,0.45192592592592595,0.5193508,0.3290365
Gm42477,-2.9741135,0.47270122,0.002938363350303058,0.0074802295805441186,0.03544575725026853,0.096,0.064130224,0.04662321
Zfp715,-2.981123,1.1195619,0.0028719348233629313,0.007314586606991655,0.10633727175080558,0.1821111111111111,0.1957102,0.09484721
Fscn1,-2.98362,0.98252386,0.0028486036762812015,0.007260669776292533,0.15467239527389903,0.2464074074074074,0.29508093,0.16016892
Vrk3,-2.9851267,0.3516192,0.0028346077298014175,0.007225681595651654,0.036519871106337275,0.09725925925925925,0.067791834,0.053513292
2900089D17Rik,-2.9886138,0.57821953,0.002802459761744564,0.007147801974188555,0.0322234156820623,0.09266666666666666,0.061317522,0.04148265
Slc35f6,-3.0050864,0.38173124,0.0026550546552237056,0.006786655116615389,0.03329752953813104,0.09411111111111112,0.062014647,0.047936577
Fads3,-3.0079885,0.33303392,0.0026298309236547114,0.0067247389530454985,0.03329752953813104,0.09411111111111112,0.059604745,0.047605455
Rela,-3.0098922,0.88877434,0.0026134037702323794,0.00668464153318839,0.07303974221267455,0.14074074074074075,0.13012487,0.072371215
Sema4d,-3.011205,0.80728114,0.002602132468779626,0.006658346770413156,0.2728249194414608,0.439,0.5248241,0.33246288
Trmt2b,-3.0168355,0.6133698,0.0025542837641545934,0.006539647903080889,0.05800214822771214,0.1227037037037037,0.10768762,0.071689606
Atox1,-3.0244856,0.36401722,0.0024905624942800275,0.006383803703262839,0.06552094522019335,0.13066666666666665,0.11945246,0.09402314
Gm42869,-3.027855,0.799044,0.0024629623452852327,0.006316071599333289,0.04403866809881848,0.10692592592592592,0.08236463,0.048162848
Grk2,-3.0312512,0.99239224,0.002435425564574925,0.006246648045067606,0.12996777658431793,0.21392592592592594,0.23604609,0.12559289
Twf2,-3.03263,1.176902,0.0024243272365165,0.0062187754506155945,0.12781954887218044,0.2121111111111111,0.24307339,0.11484934
Lgals8,-3.0432422,0.98339957,0.0023404388850545147,0.006010474322987175,0.11385606874328678,0.19307407407407406,0.2053278,0.109107986
Rps9,-3.0521843,0.68954587,0.002271825767256063,0.005839850604244754,0.2083780880773362,0.3188888888888889,0.40679312,0.27098933
Cntrl,-3.0609527,1.076082,0.0022063390840296416,0.005675857461740207,0.16004296455424274,0.2581851851851852,0.30063382,0.15387847
Myadm,-3.0612276,0.34862837,0.00220431412792723,0.00567119117363124,0.03329752953813104,0.09518518518518519,0.061048947,0.048254114
Rusf1,-3.0637949,0.2822378,0.0021854864447367886,0.005624367471513984,0.02685284640171858,0.08811111111111111,0.04950439,0.040885326
Sh2b1,-3.0723279,0.5720121,0.0021239635695852297,0.0054702291876502565,0.04618689581095596,0.11007407407407407,0.08433844,0.057507914
Ddx31,-3.1000946,1.1621011,0.0019345885541793156,0.004999268556529929,0.12352309344790548,0.20807407407407408,0.23106897,0.10989413
Ctnnd1,-3.100291,0.672319,0.001933306306143371,0.004996435553147291,0.3071965628356606,0.5122222222222222,0.6057735,0.4203527
Cant1,-3.1009316,0.30724543,0.0019291275543398302,0.004986115562246175,0.04189044038668099,0.1055925925925926,0.069994606,0.056942888
Rab43,-3.1339965,1.1477128,0.0017244296126035872,0.004472962997457128,0.13533834586466165,0.22507407407407407,0.25021595,0.120727465
Fndc3b,-3.1382794,0.4822563,0.0016994282224887425,0.004411519306180322,0.32438238453276047,0.5444444444444444,0.6384443,0.49447766
Gm57189,-3.1417458,0.7572999,0.0016794376225087193,0.00436046853964724,0.05155746509129968,0.11792592592592592,0.093584724,0.056416646
Serp1,-3.1421406,0.34927157,0.0016771745908100903,0.004355013650470345,0.0397422126745435,0.104,0.07106402,0.056204308
Etv5,-3.146097,0.74805933,0.001654651290540364,0.004298190272314344,0.23308270676691728,0.3725925925925926,0.455618,0.2953795
Ccm2,-3.150167,1.0386518,0.0016317714730998988,0.0042399864115844,0.17937701396348013,0.2886296296296296,0.33326483,0.17607726
Eloa,-3.1534455,0.69776255,0.0016135542266440938,0.0041958968421491145,0.055853920515574654,0.123,0.10393771,0.065346755
Leprot,-3.1544893,0.6430966,0.001607793063151736,0.004181320132296472,0.06659505907626208,0.1355185185185185,0.11681995,0.076357715
Mtr,-3.1579475,1.1772928,0.0015888420654296936,0.004132435030306443,0.17722878625134264,0.2870740740740741,0.3428479,0.16621888
Ppp2r1b,-3.1586792,0.6760705,0.00158485856408344,0.004122473341425173,0.05477980665950591,0.12196296296296297,0.09463524,0.060269084
Cgrrf1,-3.1616082,0.6286494,0.0015690051969487098,0.004082817125896943,0.05907626208378088,0.12688888888888888,0.10409352,0.06855055
Galnt1,-3.1688304,0.8366468,0.0015305362690607907,0.003985802437455267,0.2663802363050483,0.4332962962962963,0.5320446,0.3316815
Gm57352,-3.1742296,0.30314404,0.001502347701574348,0.003915429945810157,0.0397422126745435,0.10477777777777778,0.07120842,0.05809702
Fam3a,-3.1750689,0.42141005,0.0014980093695676525,0.003904502062303116,0.04081632653061224,0.10596296296296297,0.07074257,0.05329083
Acp2,-3.1911836,1.0680135,0.0014169117241107732,0.0036981464814819305,0.14930182599355532,0.24485185185185185,0.2784456,0.1424927
Fbxo46,-3.192457,0.361448,0.0014106795541069918,0.003682595901958114,0.031149301825993556,0.09544444444444444,0.05854177,0.04586026
mt-Nd4,-3.1930315,0.31216475,0.0014078752689710532,0.0036756323821659736,0.2889366272824919,0.4314074074074074,0.5543388,0.4679116
Med7,-3.2004068,0.40509814,0.001372337008106743,0.0035880797322008547,0.04189044038668099,0.10766666666666666,0.074067004,0.056434933
Mms22l,-3.2317972,0.5266389,0.00123014305045132,0.003228239453621151,0.045112781954887216,0.11214814814814815,0.08586919,0.06038168
Larp7,-3.24384,0.40201133,0.00117929996536717,0.0030978385051731215,0.04296455424274973,0.10974074074074074,0.07879951,0.060199413
Inip,-3.2444,0.7441245,0.001176982910119942,0.0030920542427574148,0.06229860365198711,0.13255555555555557,0.112092376,0.068422385
Zfp629,-3.2484205,0.25912842,0.001160476163405296,0.0030495838152274136,0.02900107411385607,0.09414814814814815,0.053863626,0.045204893
Senp2,-3.254508,0.66808444,0.0011358894943681208,0.0029873104349291777,0.3125671321160043,0.528,0.6096659,0.4243076
Stxbp3,-3.2600932,0.72848076,0.0011137560046424646,0.002931396203814578,0.158968850698174,0.25703703703703706,0.2926592,0.18664102
