names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NP PPP Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pde4d,3.9531958,1.3297576,7.711430984917321e-05,0.008355086716319694,1.0,0.8250618124484896,2.7106297,1.8848088
Rasgef1b,3.9499412,1.5868403,7.817037901696016e-05,0.008435494313998872,0.875,0.5449887125094063,1.463041,0.7442789
Dnajc6,3.9106722,1.1367428,9.203957338601292e-05,0.009775112003486826,0.9583333333333334,0.7067402443831297,1.5140659,0.96022713
Itga1,3.9093173,4.0532875,9.255731347018304e-05,0.00978320594691378,0.5,0.048374959687533595,0.53267556,0.04150021
Col8a1,3.9085703,4.0852675,9.284397158403476e-05,0.00978320594691378,0.5,0.04593829505142079,0.4656382,0.034340825
Dlg1,3.884206,1.0903691,0.00010266484627884087,0.010733869336624336,1.0,0.7747160210699825,1.8109379,1.2245864
Aff3,3.8809261,1.1813589,0.0001040594252783253,0.01083750681096357,0.9583333333333334,0.6975310853907621,1.6668825,1.0626719
Diras2,3.8478117,1.7856566,0.00011917763999614374,0.012222531246932757,0.6666666666666666,0.30598057834951803,0.5760569,0.20371339
Nxph3,3.8383775,3.8134255,0.0001238500051484647,0.012653420678095993,0.5,0.0662557781201849,0.47542825,0.042385124
Sv2a,3.8315647,1.0062164,0.00012733094257980207,0.01295978192090637,1.0,0.625147812376823,1.0468125,0.6524834
Lrrc4c,3.8288927,1.105699,0.00012872115218527178,0.013051839091389633,1.0,0.9152542372881356,3.34943,2.6226609
Nrep,3.8205729,2.1498532,0.0001331420863585019,0.013449352858845664,0.625,0.2612964489196259,0.62872905,0.18000151
Gm13832,3.80582,2.7901099,0.00014133511394977716,0.014223500044309034,0.5416666666666666,0.12667072777439353,0.39272603,0.06723094
Galnt14,3.7911813,1.2523284,0.00014993247409121694,0.015032408876235071,0.875,0.40136883219263986,0.7503807,0.38473272
Efr3b,3.7897882,1.3495309,0.00015077572720436565,0.015060757583573623,0.8333333333333334,0.457949618375318,0.82910067,0.4099299
Cox16,3.7884586,1.0930548,0.00015158481395066383,0.015076621158848415,0.9583333333333334,0.7279893933421722,1.5185071,0.9825843
Gm9801,3.787686,1.2292931,0.0001520567299608456,0.015076621158848415,0.8333333333333334,0.5546637044469129,0.9186048,0.49607387
Ncam2,3.7746937,1.2261765,0.00016020443152278837,0.015653429363699355,1.0,0.8597842835130971,2.8622847,2.086116
Pten,3.7660573,1.05749,0.00016584578006635788,0.016145927936170423,0.9166666666666666,0.7107894076754936,1.3424686,0.85823625
Grb10,3.7641704,1.7232326,0.00016710290217134514,0.016209584770195105,0.7083333333333334,0.35589637008635827,0.6991679,0.26737297
Kcnab1,3.7623343,1.3997254,0.0001683348782524367,0.016270353160586237,1.0,0.6762819364317196,1.8469301,1.1065751
Slc22a23,3.7599535,1.140825,0.00016994492192190142,0.01636709696072219,0.875,0.5757336868885943,1.0293696,0.59662694
Ryr3,3.7432632,1.3693753,0.00018164572564265013,0.017307874638361736,1.0,0.7197119002400831,2.2360706,1.4432511
Igf1r,3.713859,1.1738131,0.00020412250125777663,0.019152844737170886,1.0,0.6871394273838105,1.4140075,0.8669206
Epb41l1,3.710402,1.091817,0.000206930408754604,0.01930631973345906,0.9166666666666666,0.608771992690006,1.0456842,0.6236782
Ablim1,3.708895,1.2622933,0.0002081656873750219,0.019354366850404287,0.9583333333333334,0.6134661554448705,1.2740515,0.72928625
Srrm3,3.7076666,1.2428862,0.0002091777152844228,0.01938139727480152,0.875,0.5996703336080553,1.1145416,0.6234792
Arhgap22,3.6989038,2.608253,0.00021653274138502525,0.019993933886651646,0.5416666666666666,0.14358404701329416,0.47058845,0.09399312
Cobl,3.6724248,1.4627264,0.000240259961293315,0.021958452925004673,0.7916666666666666,0.4320779732683556,0.95210963,0.4557076
Abca8b,3.669512,1.5048192,0.0002430138033602482,0.022134850495897862,0.75,0.4771562690364425,0.8843846,0.4060634
Ipo7,3.6644468,1.0992525,0.00024787374543538303,0.022501241688678182,0.7916666666666666,0.421112982405848,0.5716757,0.30746973
Ralyl,3.661547,1.166838,0.000250696946155187,0.022680898798619106,1.0,0.8558784534346221,3.0002682,2.2516136
Cd47,3.6470094,1.0772413,0.0002653101981312215,0.023922432965724567,0.8333333333333334,0.6342494714587738,1.0886784,0.65949553
Stim1,3.6434257,1.1587467,0.00026903333223550317,0.024177008819959767,0.8333333333333334,0.5092987422510481,0.79242945,0.4326938
Gpr45,3.6279764,1.2737985,0.0002856512973968515,0.025584834536844663,0.8333333333333334,0.5087612426989644,0.85706407,0.44526058
Pkp4,3.626039,1.0242777,0.0002878019368533724,0.02569182074169474,1.0,0.753036872469273,1.6666145,1.1350341
Gng12,3.6178205,1.6631886,0.00029709434029240886,0.02643352623727492,0.7083333333333334,0.37574802020998316,0.7645945,0.30932784
Slc4a4,3.6128564,1.3728864,0.00030284236338415713,0.02680693735554486,0.9166666666666666,0.507399577167019,1.3858418,0.7690227
Fam13b,3.6124766,1.1063974,0.00030328652609176173,0.02680693735554486,0.875,0.579747016877486,0.9276239,0.53644323
Epha5,3.6097794,1.0640013,0.0003064576665060513,0.02693778878678392,1.0,0.8531551223707313,2.6728973,2.0080035
Pde7a,3.6095133,1.1201531,0.00030677198990531745,0.02693778878678392,0.8333333333333334,0.5536245386462177,0.86961883,0.49324584
Smc5,3.6040936,1.3466432,0.00031324434733783803,0.027416532941262894,0.75,0.4743971046690794,0.7670374,0.37398362
Gm29514,3.602004,1.7378192,0.00031577350291569123,0.027508555100976714,0.6666666666666666,0.3266922277564769,0.66224384,0.24808957
Npas2,3.5679903,1.4247067,0.0003597297674924663,0.03108018923640698,0.7916666666666666,0.4868312609739492,1.0007349,0.49518147
Snap91,3.5613167,1.0489564,0.0003689995756188962,0.03170030419973958,0.9583333333333334,0.7221843981796682,1.533456,1.013943
Tank,3.5601392,1.425093,0.00037065842857629907,0.03171844578294636,0.7083333333333334,0.3787580177016519,0.6160419,0.2754527
Adam10,3.556239,1.1189711,0.00037620217668558415,0.03209064281759253,0.9166666666666666,0.6090228258143118,1.0405675,0.61136866
Dip2c,3.5487673,0.9195531,0.00038703876595719554,0.03291054316857545,1.0,0.8391084674096105,2.3461235,1.7906469
Map7,3.5315833,1.034313,0.00041307972459189924,0.03470738529514989,0.9583333333333334,0.696348586376178,1.4519166,0.954436
Esrrg,3.5295064,1.2758548,0.00041633544208416625,0.03477529721001883,0.8333333333333334,0.5264628946142544,1.071835,0.5840151
Syt14,3.5292532,1.2063482,0.000416734116175142,0.03477529721001883,0.8333333333333334,0.6078403267997277,1.146613,0.6578608
Wasl,3.5202622,1.0438433,0.000431120218631468,0.035753704551319584,0.8333333333333334,0.5444153796538503,0.81824493,0.47890374
Gm5820,3.5173497,2.5218992,0.00043587905563533317,0.03603713915360431,0.5416666666666666,0.18102984914179238,0.4971985,0.10629331
Samd12,3.5157416,1.0658721,0.00043852773099675675,0.03614490838000875,0.9583333333333334,0.7508152076539937,1.9712561,1.3742013
Sez6,3.5083082,1.3554428,0.0004509663945163232,0.03696292527884599,0.75,0.4002221664815279,0.6519056,0.3069213
Bdp1,3.5079281,1.0230409,0.00045161086177611685,0.03696292527884599,0.875,0.5822911814240155,0.90191406,0.54264915
Pkia,3.5073583,1.0987383,0.0004525791744227886,0.03696292527884599,0.9166666666666666,0.6327444727129394,1.1526883,0.6989707
9630014M24Rik,3.5022805,1.8188868,0.000461293880571324,0.037560504760459024,0.6666666666666666,0.33489805425162145,0.7623437,0.28069928
Xylt1,3.4957714,1.1393194,0.00047269338398762224,0.03837242062763568,0.9583333333333334,0.641666965277529,1.4866452,0.9375061
Chd5,3.4916432,1.2545581,0.00048005903743584774,0.038774875598706085,0.7083333333333334,0.37868635109470744,0.5547146,0.2706036
Ctnnal1,3.4898577,1.4795697,0.0004832778416320041,0.03887926827740105,0.6666666666666666,0.3500913749238542,0.5632288,0.23997499
Zmynd8,3.4883506,1.012854,0.0004860100721728281,0.038982360117265344,1.0,0.6880710932740889,1.2989768,0.84197843
Cpne4,3.4834373,1.3290951,0.0004950189068483707,0.039469311652865637,0.875,0.5451678790267674,1.3706889,0.77445316
Cntn1,3.4775617,0.9140753,0.0005059967618974595,0.04010658699759509,1.0,0.8295768086859928,2.318457,1.7683252
Spon1,3.4635813,1.2735333,0.0005330354828688176,0.04212548066083861,0.8333333333333334,0.4941054215788154,1.0261356,0.5541908
Cables1,3.4432821,1.8041795,0.0005746996941604784,0.04515257538623408,0.5833333333333334,0.21897731751890206,0.46529898,0.15670943
Aox3,3.4379127,5.657627,0.0005862165210094469,0.04592314262251848,0.4166666666666667,0.012792489339592218,0.4567611,0.011403762
Fbxw2,3.4280608,1.4440765,0.000607909508893044,0.047093995806143846,0.6666666666666666,0.3815530153724872,0.58880156,0.25827423
Pamr1,3.4271743,2.5858295,0.000609897515943848,0.047093995806143846,0.5,0.11205073995771671,0.36387822,0.07055711
Kantr,3.414397,1.1882252,0.0006392336071132002,0.04921549290295613,0.75,0.45114129071559106,0.6567009,0.3417643
