Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_Set_Library,Direction
Reactome_2022,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,76/167,1.4931976011560685e-70,1.0237736052926294e-68,0,0,30.47641205675232,4899.998647385355,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;ELOB;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RBX1;PSMA4;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;PSMA7;PSMB5;RPS15A;UBB;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;SEM1;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Influenza Infection R-HSA-168255,74/157,3.943914962131367e-70,2.544985125563594e-68,0,0,32.42547591495927,5181.87583231073,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;CLTA;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;HSP90AA1;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;CANX;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;CALR;FAU;RPS21;RPS24;RAN;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Influenza Viral RNA Transcription And Replication R-HSA-168273,70/137,1.4863247080219622e-69,9.05832335944496e-68,0,0,37.74473427256242,5981.863429739315,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;HSP90AA1;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),78/183,1.2245562985463565e-69,1.4045660744326712e-66,0,0,27.191108701545133,4314.570731510729,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;EEF1B2;RPS15;MRPL41;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;EIF5A;RPS9;RPL21;RPS7;RPS8;RPS5;PABPC4;RPL22;RPS6;RPL13A;RPSA;EEF1A1;EEF1G;EEF1A2;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;APOE;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;EEF2;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23,GO_Biological_Process_2023,Upregulated_in_Control
KEGG_2019_Mouse,Ribosome,75/170,2.413991702505062e-68,5.262501911461035e-66,0,0,28.74875868917577,4476.023743073353,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPS3A1;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,KEGG_2019_Mouse,Upregulated_in_Control
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),73/158,2.2858144179218232e-68,1.7478860915708873e-65,0,0,31.17271118973905,4855.120588383841,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;MRPL41;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS9;RPL21;RPS7;RPS8;RPS5;PABPC4;RPL22;RPS6;RPL13A;RPSA;EEF1A1;EEF1A2;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;FAU;RPS21;RPS24;RPS23,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Signaling By ROBO Receptors R-HSA-376176,79/209,1.477651176318928e-65,8.531491265378231e-64,0,0,22.25701959637321,3322.4739623872106,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;PPP3CB;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;ELOB;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RBX1;PSMA4;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;PFN2;RPL12;RPL11;RPL36A;PSMA7;CDC42;PSMB5;RPS15A;UBB;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;SEM1;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Translation (GO:0006412),81/234,1.2664789618885225e-63,7.263256846430676e-61,0,0,19.440727436012573,2815.534850333124,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;MRPL41;EEF1B2;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RACK1;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;EIF5A;MRPS26;RPS9;RPL21;RPS7;RPS8;PABPC4;RPS5;RPL22;RPS6;RPL13A;RPSA;EEF1A1;EEF1G;EEF1A2;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;EEF2;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Translation R-HSA-72766,85/281,3.3574955683039155e-61,1.841586319214698e-59,0,0,16.011724882260598,2229.576574253686,EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;SRP14;RPL9;RPL6;RPL7;RPS15;MRPL41;EEF1B2;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;MRPS26;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;EEF1A1;EEF1G;EEF1A2;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;RPS15A;RPL14;RPS3;EIF4H;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;EEF2;RPS25;RPS28;SPCS2;RPS27;RPS29;RPL27A;EIF3H;RPS20;RPL22L1;FAU;EIF3F;EIF3C;RPS21;RPS24;EIF3A;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,70/179,2.7065785533674093e-59,1.4138650824019274e-57,0,0,23.15047586384292,3121.9999078127057,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;SNU13;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,70/189,2.445339719973369e-57,1.2193353058230847e-55,0,0,21.19406267179769,2762.713174813168,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;SNU13;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,rRNA Processing R-HSA-72312,70/199,1.6203800067056916e-55,7.728508118939756e-54,0,0,19.540969354488155,2465.27930278067,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;SNU13;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Cellular Responses To Stimuli R-HSA-8953897,121/736,3.4876650731445685e-55,1.594153577183163e-53,0,0,7.634146341463414,957.268112439491,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL8;COX6A1;RPL9;RPL6;ETS2;RPL7;RPS15;RPS14;RPS17;RPS16;RPL18A;RPL36AL;SESN1;RPL36;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;MEF2C;RPS9;ATP6V1G2;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;COX6B1;RBX1;EEF1A1;COX7A2L;RPL27;RPL26;RPL29;RPL28;SQSTM1;UBA52;ATP6V1A;PRDX5;UBB;ATP6V1D;ATP6V1F;HSPA8;RPL41;JUN;ST13;HSPA2;MT3;SEM1;RPS25;RPS28;RPS27;RHEB;RPS29;RPL27A;RPS20;CALR;RPS21;RPS24;RPS23;YWHAE;COX7B;HSP90AB1;RPLP1;COX4I1;COX7C;RPS4X;RPL7A;RPLP2;ELOB;COX8A;HSP90AA1;ATP6V0B;HSBP1;RPL13A;DYNLL1;DYNLL2;H2AJ;PSMA4;RPL37A;ATP6V0C;RPL12;RPL11;RPL36A;COX5B;COX5A;PSMA7;RPS15A;PSMB5;DNAJB6;RPL14;RPS3;RPL15;RPS2;RPL18;SNCB;RPS27A;ATP6V0E2;RPL19;H2AZ1;PTGES3;RPL35A;RPL23A;COX6C;SOD1;DNAJA1;DNAJA2;CAPZA2;RPL22L1;FAU,Reactome_2022,Upregulated_in_Control
Reactome_2022,Cellular Responses To Stress R-HSA-2262752,119/722,2.3563889123758502e-54,1.0339834547505233e-52,0,0,7.630735212824765,942.2619915248104,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL8;COX6A1;RPL9;RPL6;ETS2;RPL7;RPS15;RPS14;RPS17;RPS16;RPL18A;RPL36AL;SESN1;RPL36;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;MEF2C;RPS9;ATP6V1G2;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;COX6B1;RBX1;EEF1A1;COX7A2L;RPL27;RPL26;RPL29;RPL28;SQSTM1;UBA52;ATP6V1A;PRDX5;UBB;ATP6V1D;ATP6V1F;HSPA8;RPL41;JUN;ST13;HSPA2;SEM1;RPS25;RPS28;RPS27;RHEB;RPS29;RPL27A;RPS20;CALR;RPS21;RPS24;RPS23;YWHAE;COX7B;HSP90AB1;RPLP1;COX4I1;COX7C;RPS4X;RPL7A;RPLP2;ELOB;COX8A;HSP90AA1;ATP6V0B;HSBP1;RPL13A;DYNLL1;DYNLL2;H2AJ;PSMA4;RPL37A;ATP6V0C;RPL12;RPL11;RPL36A;COX5B;COX5A;PSMA7;RPS15A;PSMB5;DNAJB6;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;ATP6V0E2;RPL19;H2AZ1;PTGES3;RPL35A;RPL23A;COX6C;SOD1;DNAJA1;DNAJA2;CAPZA2;RPL22L1;FAU,Reactome_2022,Upregulated_in_Control
Reactome_2022,Axon Guidance R-HSA-422475,97/519,4.8043932498167376e-49,2.027084382711139e-47,0,0,8.584827592640968,955.1233550228684,RPL4;SEMA5A;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;CLSTN1;RPL8;RPL9;RPL6;RPL7;ACTG1;RPS15;RPS14;RPS17;RPS16;RPL18A;RPL36AL;DPYSL2;RPL36;RPL38;RPL37;RPS11;RPL39;RPS10;AP2M1;RPS12;EPHA5;RPS9;EPHA7;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RBX1;MYL6;RPL27;RPL26;RPL29;RPL28;UBA52;PFN2;MYL12B;UBB;HSPA8;PRNP;RPL41;ARPC5;SEM1;RPS25;RPS28;RPS27;ARPC2;RPS29;RPL27A;RPS20;RPS21;RPS24;RPS23;HSP90AB1;RPLP1;ARPC1A;CLTA;WASL;RPS4X;RPL7A;PPP3CB;RPLP2;ELOB;HSP90AA1;RPL13A;PSMA4;RPL37A;RPL12;RPL11;RPL36A;PSMA7;CDC42;PSMB5;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL35A;RPL23A;RPL22L1;FAU,Reactome_2022,Upregulated_in_Control
Reactome_2022,Nervous System Development R-HSA-9675108,97/545,4.550251845553314e-47,1.848750472063698e-45,0,0,8.075519368672666,861.708927986206,RPL4;SEMA5A;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;CLSTN1;RPL8;RPL9;RPL6;RPL7;ACTG1;RPS15;RPS14;RPS17;RPS16;RPL18A;RPL36AL;DPYSL2;RPL36;RPL38;RPL37;RPS11;RPL39;RPS10;AP2M1;RPS12;EPHA5;RPS9;EPHA7;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RBX1;MYL6;RPL27;RPL26;RPL29;RPL28;UBA52;PFN2;MYL12B;UBB;HSPA8;PRNP;RPL41;ARPC5;SEM1;RPS25;RPS28;RPS27;ARPC2;RPS29;RPL27A;RPS20;RPS21;RPS24;RPS23;HSP90AB1;RPLP1;ARPC1A;CLTA;WASL;RPS4X;RPL7A;PPP3CB;RPLP2;ELOB;HSP90AA1;RPL13A;PSMA4;RPL37A;RPL12;RPL11;RPL36A;PSMA7;CDC42;PSMB5;RPS15A;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL35A;RPL23A;RPL22L1;FAU,Reactome_2022,Upregulated_in_Control
GO_Biological_Process_2023,Gene Expression (GO:0010467),74/296,1.1035144500595898e-46,5.062924296873398e-44,0,0,12.03578154425612,1273.6313886713326,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;MRPL41;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPS18;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS9;RPL21;RPS7;RPS8;PABPC4;RPS5;RPL22;RPS6;RPL13A;RPSA;EEF1A1;EEF1A2;RPL37A;RPL24;RPL27;RPL26;RPL29;RPL28;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL41;RPL35A;RPL23A;RPS25;RPS28;RPS27;RPS29;RPL27A;HNRNPA2B1;RPS20;FAU;RPS21;RPS24;RPS23,GO_Biological_Process_2023,Upregulated_in_Control
Reactome_2022,Metabolism Of Amino Acids And Derivatives R-HSA-71291,77/364,6.828553261956529e-43,2.6753296172736834e-41,0,0,9.709349593495936,942.6812003004558,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPS14;RPL7A;RPS17;RPS16;RPL18A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;DLAT;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;PSMA4;RPL37A;RPL27;RPL26;RPL29;RPL28;UBA52;RPL12;RPL11;RPL36A;OAZ1;PSMA7;PSMB5;RPS15A;RPL14;RPS3;CKB;RPL15;RPS2;RPL18;RPS27A;RPL19;RPL41;RPL35A;RPL23A;SEM1;RPS25;RPS28;RPS27;RPS29;RPL27A;RPS20;RPL22L1;SERINC1;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Infectious Disease R-HSA-5663205,121/961,1.5739932267463148e-42,5.95403644738175e-41,0,0,5.522321428571429,531.5508174953201,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL8;RPL9;RPL6;RPL7;ACTG1;RPS15;RPS14;RPS17;RPS16;SNRPD2;RPL18A;RPL36AL;RPL36;RPL38;RPL37;RPS11;RPL39;RPS10;AP2M1;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;ATP1B1;RBX1;SNRPG;CHMP4B;RPL27;RPL26;RPL29;RPL28;UBA52;PPIA;DDX5;UBB;RPL41;JUN;PLK2;ARPC5;EEF2;SEM1;RPS25;RPS28;RPS27;ARPC2;RPS29;RPL27A;GNB2;GNAS;RPS20;CALR;CALM1;RPS21;RPS24;RPS23;YWHAE;HSP90AB1;YWHAB;RPLP1;ARPC1A;CLTA;BRK1;PSIP1;WASL;CHD3;RPS4X;RPL7A;RPLP2;ELOB;YWHAG;YWHAH;HSP90AA1;GLP2R;RPL13A;DYNLL1;DYNLL2;YWHAZ;PSMA4;RPL37A;CANX;SLC25A5;SLC25A4;VAMP2;CEBPD;RPL12;RPL11;RPL36A;ATP1A3;PSMA7;CDC42;GNG2;RPS15A;PSMB5;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;CNBP;PTGES3;RPL35A;RPL23A;FKBP1A;RPL22L1;FAU;RAN,Reactome_2022,Upregulated_in_Control
KEGG_2019_Mouse,Oxidative phosphorylation,49/134,5.6683460166563004e-40,6.178497158155369e-38,0,0,20.02094794752433,1809.263161776881,NDUFA13;COX7B;COX4I1;ATP5G3;COX6A1;ATP5G2;COX7C;COX8A;ATP6V0B;ATP6V1G2;COX6B1;COX7A2L;NDUFS7;NDUFS5;UQCRC1;NDUFS2;UQCRC2;ATP6V0C;ATP6V1A;NDUFB10;UQCRB;NDUFB11;COX17;ATP5A1;NDUFB3;ATP5K;ATP5J;COX7A2;UQCR11;ATP5H;UQCR10;ATP5O;COX5B;COX5A;UQCRH;ATP5L;ATP5B;ATP5E;ATP5D;CYC1;ATP6V0E2;ATP6V1D;ATP6V1F;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;UQCRQ,KEGG_2019_Mouse,Upregulated_in_Control
Reactome_2022,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,34/57,2.4467881604732312e-37,8.658472942061725e-36,0,0,50.1521358410112,4227.868795654122,EIF4A2;EIF4A1;RPS15;RPS4X;RPS14;RPS17;RPS16;RPS15A;EIF4H;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPSA;RPS25;RPS28;RPS27;RPS29;EIF3H;RPS20;EIF3F;FAU;EIF3C;RPS21;EIF3A;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Translation Initiation Complex Formation R-HSA-72649,34/57,2.4467881604732312e-37,8.658472942061725e-36,0,0,50.1521358410112,4227.868795654122,EIF4A2;EIF4A1;RPS15;RPS4X;RPS14;RPS17;RPS16;RPS15A;EIF4H;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPSA;RPS25;RPS28;RPS27;RPS29;EIF3H;RPS20;EIF3F;FAU;EIF3C;RPS21;EIF3A;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",34/58,5.749094927591984e-37,1.9708616048651267e-35,0,0,48.05998248686515,4010.442423056797,EIF4A2;EIF4A1;RPS15;RPS4X;RPS14;RPS17;RPS16;RPS15A;EIF4H;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPSA;RPS25;RPS28;RPS27;RPS29;EIF3H;RPS20;EIF3F;FAU;EIF3C;RPS21;EIF3A;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,Metabolism Of RNA R-HSA-8953854,92/666,2.650444865804178e-35,8.810721266021768e-34,0,0,5.880324116524373,468.1664192197868,RPL4;EIF4A2;RPL5;EIF4A1;RPL30;RPL3;RPL32;RPL31;YWHAB;RPL34;RPLP1;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;SNRPD2;RPL18A;PPP2R1A;RPL36AL;RPL36;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS12;RPS9;RPL21;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPL13A;RPSA;WBP11;YWHAZ;PSMA4;RPL37A;SNRPG;RPL27;RPL26;RPL29;RPL28;UBA52;SF3B2;DDX5;SET;ANP32A;RPL12;RPL11;RPL36A;SNU13;PSMA7;PPP2CA;RPS15A;PSMB5;UBB;RPL14;RPS3;RPL15;RPS2;RPL18;RPS27A;RPL19;HSPA8;RPL41;RPL35A;RPL23A;SEM1;RPS25;RPS28;RPS27;SNW1;RPS29;RPL27A;HNRNPA2B1;RPL22L1;RPS20;FAU;RPS21;RAN;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",31/50,6.631798880543586e-35,2.1397304035165637e-33,0,0,55.07573812580231,4334.383603597744,RPS15;RPS4X;RPS14;RPS17;RPS16;RPS15A;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPSA;RPS25;RPS28;RPS27;RPS29;EIF3H;RPS20;EIF3F;FAU;EIF3C;RPS21;EIF3A;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
Reactome_2022,SARS-CoV-2 Modulates Host Translation Machinery R-HSA-9754678,29/47,1.2340015331636734e-32,3.8677133768015712e-31,0,0,54.19878472222222,3982.118086338899,RPS15;RPS4X;RPS14;RPS17;RPS15A;RPS16;SNRPD2;RPS3;RPS2;RPS11;RPS27A;RPS10;RPS12;RPS9;RPS7;RPS8;RPS5;RPS6;RPSA;RPS25;RPS28;RPS27;RPS29;SNRPG;RPS20;FAU;RPS21;RPS24;RPS23,Reactome_2022,Upregulated_in_Control
KEGG_2019_Mouse,Parkinson disease,44/144,4.097997633114816e-32,2.9778782800634334e-30,0,0,15.133333333333333,1093.719664153931,NDUFA13;COX7B;NDUFB10;UQCRB;NDUFB11;COX4I1;ATP5A1;NDUFB3;ATP5J;COX7A2;UQCR11;PARK7;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;ATP5G2;COX5B;COX7C;COX5A;UQCRH;ATP5B;UBB;ATP5E;ATP5D;CYC1;COX8A;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;COX6B1;COX7A2L;NDUFS7;UQCRQ;NDUFS5;UQCRC1;NDUFS2;VDAC1;UQCRC2;SLC25A5;SLC25A4,KEGG_2019_Mouse,Upregulated_in_Control
KEGG_2019_Mouse,Alzheimer disease,47/175,2.11315521841042e-31,1.1516695940336788e-29,0,0,12.678497423835124,895.507068231956,NDUFA13;COX7B;NDUFB10;UQCRB;NDUFB11;COX4I1;ATP5A1;NDUFB3;ATP5J;COX7A2;UQCR11;ATP5H;ATP5G3;UQCR10;COX6A1;ATP5O;ATP5G2;COX5B;COX7C;COX5A;UQCRH;RTN4;ATP5B;PPP3R1;PPP3CB;ATP5E;ATP5D;APOE;CYC1;COX8A;NDUFA4;NDUFA3;NDUFA2;NDUFA1;COX6C;COX6B1;COX7A2L;NDUFS7;UQCRQ;NDUFS5;UQCRC1;NDUFS2;CALM3;UQCRC2;CALM1;CALM2;GAPDH,KEGG_2019_Mouse,Upregulated_in_Control
