names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT EP-CLA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Epb41l4b,5.124864,0.77777123,2.9775249168103515e-07,1.7430521680761253e-05,0.728,0.4632453427317845,0.6073006,0.396964
Slit3,5.1041517,1.0202132,3.322815303579415e-07,1.9409575479821494e-05,0.944,0.7257786089333237,2.2506125,1.6462884
Cacna1e,5.0994434,0.9080693,3.4065367889957495e-07,1.9855454125881948e-05,0.96,0.7734661583830827,2.2605696,1.7186137
C230057M02Rik,5.097342,1.0488873,3.44455386465233e-07,2.0033584922772316e-05,0.544,0.28871466589944617,0.3125014,0.163231
Sema3c,5.0870137,0.91266894,3.6374534035699823e-07,2.1109799774065968e-05,0.56,0.31532762713083506,0.49168372,0.29068887
Ank2,5.0764966,0.41208512,3.8445794791837415e-07,2.2220429839474077e-05,0.976,0.9337193411493923,2.9784148,2.7094467
Bbof1,5.0764575,0.8858871,3.845366533440806e-07,2.2220429839474077e-05,0.616,0.37977414946414445,0.41497588,0.24555826
Gtdc1,5.074462,0.6933435,3.8859403070619844e-07,2.2406698723338095e-05,0.92,0.7290512838955621,1.427365,1.0848408
Actn1,5.0732837,0.7512514,3.910093989782103e-07,2.249769282771844e-05,0.704,0.4511975832554125,0.53457487,0.350556
Pls3,5.070304,0.7800016,3.971809725948115e-07,2.280395883252689e-05,0.744,0.5163993382723153,0.7447856,0.49718806
Sdc2,5.0633554,0.93770117,4.119410101364398e-07,2.3515840573643576e-05,0.568,0.31324174638567215,0.39909014,0.22797625
Miat,5.063233,0.73066705,4.122054674427288e-07,2.3515840573643576e-05,0.864,0.6018844853628713,0.9588705,0.6777652
Col25a1,5.062027,1.0550954,4.148227698321779e-07,2.3567839766280724e-05,0.656,0.45044235057181903,0.8961463,0.52939534
Adcyap1r1,5.0620046,0.92505836,4.148711652196049e-07,2.3567839766280724e-05,0.552,0.3004387542257067,0.35378116,0.2017463
Sgk3,5.059575,0.81238246,4.201912966861366e-07,2.381970494083648e-05,0.616,0.36200819966913617,0.44765747,0.27879056
Armc9,5.050414,0.69637406,4.4085282340617867e-07,2.493834813668215e-05,0.808,0.5646263396389268,0.7456211,0.52094525
Tmem245,5.036245,0.7272667,4.7475334422135564e-07,2.6799626805100477e-05,0.752,0.5320074803999136,0.68017083,0.4627729
Slc6a7,5.031231,0.9323742,4.873412716247194e-07,2.745253662171113e-05,0.608,0.34366683449615193,0.39998925,0.22928958
Klhl3,5.0204353,0.72649354,5.155448409382693e-07,2.898052275316171e-05,0.816,0.5636912896497159,0.8055391,0.5585592
Cep83,5.0142927,0.70486015,5.322885600962222e-07,2.9859276847151337e-05,0.768,0.5039559807235848,0.62798035,0.42924255
Cetn3,5.005949,0.9495214,5.558746427174956e-07,3.111739927045648e-05,0.544,0.3092138387398403,0.3496152,0.19615225
Arhgap18,4.9984946,0.95116305,5.777962106741684e-07,3.227730598922017e-05,0.528,0.26652521038624755,0.3572377,0.20055467
Celf5,4.9878993,0.7012572,6.103932622632591e-07,3.4027524807082514e-05,0.76,0.5416816514421348,0.70554346,0.48881376
Susd4,4.9746637,0.70585215,6.536097662132731e-07,3.6361272087268426e-05,0.856,0.6173847371070992,0.95954585,0.6868134
Sclt1,4.9642353,0.6719944,6.897225144178641e-07,3.82909999223306e-05,0.848,0.6232467812702295,0.9354739,0.6789726
Hecw2,4.9613447,0.7573335,7.000680015091864e-07,3.878521072278729e-05,0.928,0.7270732935337697,1.5871308,1.1942542
Usp13,4.9587045,0.8079502,7.096487521091054e-07,3.923510693245198e-05,0.632,0.366108034237215,0.40679798,0.25211084
Tmprss7,4.9536347,3.7955196,7.283991185249696e-07,4.018908483524832e-05,0.28,0.025354240092066462,0.16487375,0.012826017
Radil,4.946258,1.4142125,7.565365551147018e-07,4.1656018926090244e-05,0.44,0.2052434726318061,0.25264487,0.102418005
Ank,4.9379697,0.6665993,7.894006399074927e-07,4.331159813018232e-05,0.872,0.6691721211249371,1.0639472,0.78644806
Tom1l2,4.9378643,0.63362545,7.898281758016128e-07,4.331159813018232e-05,0.888,0.7140904840681868,1.1705431,0.8892589
Ftl1-ps1,4.931138,2.528558,8.175196703347263e-07,4.4738805584305695e-05,0.32,0.06894195497374668,0.16750929,0.03111537
Ssbp3,4.928553,0.675307,8.284082171346071e-07,4.524253820001401e-05,0.736,0.48694526361217005,0.5839997,0.4032617
Cacna1b,4.9249563,0.7394118,8.437911469612414e-07,4.598918482525062e-05,0.904,0.6518736963245343,1.172134,0.8480353
Tom1l1,4.9228554,1.2348528,8.529053130335762e-07,4.6391833524721036e-05,0.448,0.20635833992663455,0.26403153,0.1207896
Dnai4,4.919331,1.0237179,8.684052866800116e-07,4.7080539529018206e-05,0.568,0.329317413507876,0.37936902,0.2045065
Hsf2,4.919181,0.77461267,8.690713660734287e-07,4.7080539529018206e-05,0.616,0.3468316190750198,0.35496956,0.2224208
Ypel2,4.9069405,0.5676303,9.250818989829668e-07,4.9913555473237585e-05,0.736,0.4660504926994174,0.6113096,0.45023757
R3hdm1,4.903822,0.65942055,9.398978577425513e-07,5.061133354216904e-05,0.952,0.8401064518449256,2.2352667,1.8383259
Ccnt2,4.902204,0.62434626,9.47672861297818e-07,5.0927939566144744e-05,0.856,0.6121340717830684,0.80750227,0.5910604
Tmem130,4.9014425,0.7685644,9.513546603678016e-07,5.10237519442771e-05,0.608,0.3570092785729699,0.39431337,0.24977463
9530059O14Rik,4.897268,0.7295839,9.717832972201882e-07,5.2015572104196126e-05,0.856,0.6126015967776739,1.1256826,0.81350374
Eif4g3,4.887301,0.6006303,1.0222782508634834e-06,5.4501223414090876e-05,0.944,0.7915557793282025,1.5464091,1.2344372
Prdm2,4.8801966,0.6333269,1.0598012835633164e-06,5.638982275118081e-05,0.76,0.4965115442710206,0.57072234,0.4028719
Ptprz1,4.872092,0.506682,1.1042283164412842e-06,5.852192280626688e-05,0.856,0.5659210242393728,1.0470285,0.8335713
Hmgcll1,4.871647,0.69946086,1.1067171817570612e-06,5.8538367468134325e-05,0.84,0.5620729338991585,0.83856475,0.5925396
Rspo3,4.863253,0.9688706,1.1547196327372272e-06,6.09573998657157e-05,0.56,0.317916996331727,0.44043955,0.24899094
Car12,4.8561935,1.3150071,1.1966378149373964e-06,6.304638840660361e-05,0.464,0.22833201467309214,0.35422677,0.15772937
2210408F21Rik,4.8418574,0.716059,1.2863119606647538e-06,6.76177896194188e-05,0.856,0.6036826584190462,0.9883463,0.70648086
Sh3rf3,4.8385053,0.6834705,1.3081926994629985e-06,6.852073651963112e-05,0.84,0.6172768467237287,1.0232179,0.74653196
Sanbr,4.8352365,0.6929484,1.329873626328619e-06,6.952082556313227e-05,0.768,0.5564985974250162,0.734927,0.51364446
Pi4ka,4.8322625,0.67779756,1.349900267369144e-06,7.043071880428912e-05,0.936,0.7209954686038984,1.2947642,0.9770644
Cep89,4.8250027,1.0597628,1.4000133755323942e-06,7.290379728789813e-05,0.512,0.28109041214126446,0.3080301,0.15960869
Rap2a,4.822001,0.85325587,1.4212525747662465e-06,7.386664735777379e-05,0.584,0.3409695749118895,0.38131115,0.22869003
Pdzd4,4.804413,0.664024,1.5520636328793792e-06,8.050955562831838e-05,0.824,0.5776810760267568,0.77328223,0.55183005
Prkcb,4.792122,0.7319625,1.6502639735231116e-06,8.543852209742969e-05,0.952,0.7974897504135798,1.9177692,1.5030915
Tbc1d22a,4.7876306,0.6490057,1.6876194262025877e-06,8.703710937056341e-05,0.632,0.39174998201826944,0.4056084,0.27687126
Golm2,4.7826166,0.60886794,1.7302806318768709e-06,8.906636126155464e-05,0.872,0.6500395598072358,0.9600499,0.7211964
Mtus2,4.7808433,0.7228072,1.7456147441701056e-06,8.968387796529778e-05,0.872,0.6212328274473136,1.0446141,0.7496613
Cacng3,4.779976,0.6938241,1.753161024234096e-06,8.98996883991797e-05,0.784,0.49374235776451125,0.6815735,0.4724902
Dync1i2,4.7739835,0.61028355,1.8061711778578507e-06,9.244156104579135e-05,0.928,0.7342659857584694,1.309409,1.019315
Luc7l2,4.772872,0.46971482,1.816174013374348e-06,9.277679798359074e-05,0.936,0.8572250593397108,2.036103,1.7595288
Cacna1d,4.766907,0.6721523,1.8707546532358016e-06,9.538363858149144e-05,0.912,0.7261742070056822,1.460139,1.1233357
Serac1,4.7521596,0.85178876,2.0125549734626007e-06,0.00010241922753208349,0.584,0.3460404229303028,0.35776073,0.21376379
Colgalt1,4.7495856,0.85212815,2.03833741445039e-06,0.00010353521044665781,0.512,0.2641156584909732,0.26297042,0.15411648
Ctnnd1,4.734999,0.60977066,2.1905582659168373e-06,0.00011105717095318003,0.736,0.5043515787959433,0.5933222,0.42578357
Tmem167,4.73456,0.61449224,2.1953063180303723e-06,0.00011108828769392863,0.736,0.5014745019060635,0.5713759,0.4077227
Bdnf,4.733415,1.3332454,2.207733846456464e-06,0.00011150715874865638,0.496,0.28177371790261097,0.48159838,0.21956095
Basp1,4.717311,0.57580215,2.389821749525841e-06,0.00012047750545921079,0.944,0.7492987125080918,1.271928,1.0016323
Yeats2,4.716305,0.6616595,2.4016644925215772e-06,0.00012065485959942203,0.784,0.5529741782349133,0.69152915,0.4886459
Pde9a,4.7156825,0.9208999,2.4090207953050177e-06,0.00012076565069001088,0.504,0.25221175285909514,0.27508876,0.15464772
Rhou,4.7134976,0.9734518,2.435005043635039e-06,0.00012184094138263222,0.464,0.22545493778321227,0.26206344,0.1420086
Rasal1,4.706388,0.7960585,2.5214453402645477e-06,0.0001258488526783592,0.592,0.3487017190534417,0.37654734,0.23375517
Lrrk2,4.7061434,0.73675257,2.5244708445714777e-06,0.0001258488526783592,0.632,0.3832985686542473,0.4415691,0.28753403
Dnajc10,4.703603,0.6427276,2.5561015914978495e-06,0.0001271897217843467,0.712,0.44360929295835433,0.48183796,0.33396938
Unc79,4.703008,0.7155253,2.563562251181964e-06,0.0001273251713294998,0.936,0.7397324318492412,1.7021334,1.3168594
Gm38413,4.700323,1.2880585,2.5975007190211117e-06,0.00012877277549833445,0.44,0.2072933899158455,0.2490321,0.10957181
Dnmt3a,4.695109,0.60105205,2.6646462037998243e-06,0.00013185827531510364,0.888,0.6769761921887363,1.0210446,0.7751576
Ly6h,4.6939473,0.5793256,2.679832516652999e-06,0.00013236599213688617,0.776,0.5450262533266201,0.741517,0.5513608
Pcgf5,4.6918235,0.72297466,2.707804229764351e-06,0.00013350220119957452,0.64,0.3983312954038697,0.471811,0.3113465
Bend6,4.684486,0.7287366,2.806633338182023e-06,0.00013812131464643033,0.688,0.4660145292382939,0.57133853,0.38187355
Cstf2,4.675258,0.70667607,2.935838480060134e-06,0.00014395251817375147,0.664,0.4363087103502841,0.47144565,0.31411812
Gm2824,4.6744967,1.0017222,2.946753038606506e-06,0.0001442245066436372,0.568,0.3502121844206286,0.45993963,0.25591296
Zmiz1,4.6705723,0.69683105,3.0036189169076004e-06,0.00014647412032179168,0.64,0.3965331223476947,0.4889777,0.3286289
Xrcc4,4.6578813,0.67010933,3.1948027316226177e-06,0.00015551512572228214,0.744,0.5293102208156513,0.6956358,0.48955452
Hacd1,4.6499324,0.80434036,3.3204421660348917e-06,0.00016133866365525778,0.616,0.390922822412429,0.4444647,0.27798954
Emb,4.638125,0.7462788,3.5158386608922432e-06,0.0001702172699426569,0.568,0.3245342731784507,0.337308,0.21442854
Cntn4,4.637603,0.81678957,3.5247360719379496e-06,0.00017034111196577824,0.912,0.6503272674962238,1.6691716,1.2370799
Cyld,4.6322217,0.61355996,3.6176252910566807e-06,0.00017451632238903593,0.792,0.5358915342012516,0.6615949,0.47808453
Tdp1,4.6194806,0.96259546,3.847015475842631e-06,0.00018524965203564782,0.512,0.28454290440912033,0.29703856,0.1633731
Cers4,4.618052,0.7002472,3.873589445161294e-06,0.00018619561429603573,0.704,0.4736028195353521,0.5429253,0.36725926
Cemip2,4.6053557,0.94043815,4.117614093529284e-06,0.00019721976950647392,0.512,0.2908365101057326,0.32527104,0.18257469
Senp5,4.604266,0.6365295,4.1392278465593125e-06,0.00019790222817980203,0.8,0.561101920448824,0.7052054,0.506135
4732471J01Rik,4.6009865,0.67511874,4.204947838660157e-06,0.00020049729052347694,0.816,0.6012731065237719,0.87888426,0.632302
Apex2,4.6008143,0.6300036,4.20842842780949e-06,0.00020049729052347694,0.776,0.5258936920089189,0.6295206,0.44884917
Ajap1,4.5995355,0.8949108,4.234338516007223e-06,0.00020137464765506918,0.544,0.3120549521685967,0.3434279,0.1991516
Dync2h1,4.5971117,0.6234313,4.283875153874885e-06,0.00020337053954879534,0.824,0.6449327483276991,0.9482839,0.7062853
Ints10,4.594105,0.6909783,4.346113748879941e-06,0.00020596133409595064,0.72,0.4821621232827447,0.54353374,0.36968714
Pgbd5,4.591403,0.64819527,4.402762907827933e-06,0.00020827859037559254,0.792,0.5324390419333956,0.6922543,0.4928273
Arhgap44,4.59033,0.6544426,4.4254550650024456e-06,0.00020898414340354257,0.84,0.5830755951952816,0.8187788,0.5907905
Mbip,4.584265,0.7288949,4.5558524197763304e-06,0.00021438836168019264,0.64,0.4001294684600446,0.41887578,0.27300134
Ksr2,4.5819864,0.66236365,4.6058011103829495e-06,0.00021635992279019206,0.896,0.659785657771704,1.1360567,0.8484422
Jazf1,4.5804796,0.6724245,4.639103482063131e-06,0.00021748848811006346,0.888,0.6745666402934618,1.2139792,0.9103096
Atg3,4.5801687,0.7104059,4.6460138509555795e-06,0.00021748848811006346,0.632,0.41339998561461555,0.45097515,0.29881328
6030443J06Rik,4.5784674,0.81753355,4.683948569882134e-06,0.0002188829531699703,0.568,0.3430554556570524,0.39892566,0.24541962
Vsnl1,4.577189,0.6369221,4.712656716975369e-06,0.0002198228752242465,0.904,0.6689203768970726,1.1754184,0.89207536
Lztr1,4.576844,0.8626153,4.720424227926693e-06,0.0002198228752242465,0.544,0.32751924045170105,0.35064974,0.20780754
Pacrg,4.567978,0.6763443,4.9245177652527165e-06,0.00022893043659574482,0.784,0.54862259943897,0.7735468,0.54842424
Smarcd3,4.566516,0.90948343,4.958972257534667e-06,0.00023013399751287822,0.496,0.26659713730849455,0.27219832,0.15405275
Rasa3,4.557972,0.6299808,5.1649913570091695e-06,0.00023928158234971792,0.616,0.3695245630439474,0.40414724,0.27900636
Gm1043,4.547855,0.7595595,5.4195475099609265e-06,0.0002502117553138318,0.68,0.45997266776954615,0.5638478,0.36976317
Tnpo1,4.5455422,0.5640744,5.479395707217253e-06,0.0002525409307940439,0.864,0.6677335826799972,0.9674256,0.74350774
Lin7a,4.5443363,0.73903817,5.510865182089594e-06,0.00025347053930522477,0.72,0.5025534057397684,0.7455669,0.5090001
Dixdc1,4.544047,0.6525599,5.518431912674227e-06,0.00025347053930522477,0.616,0.3833704955764943,0.41665375,0.2842849
Slc2a3,4.536437,0.7168582,5.721256243139354e-06,0.000262338148896168,0.672,0.4394375314680285,0.49548754,0.32943168
Mcph1,4.534736,0.6852597,5.767557587253959e-06,0.0002640106854676557,0.704,0.47435805221894556,0.5443766,0.3715368
Nova2,4.5329905,0.6107294,5.815442162871614e-06,0.0002657498825108168,0.776,0.5217578939797166,0.6101192,0.43858695
Gpd2,4.532012,0.585397,5.842448095685345e-06,0.00026653069665715656,0.696,0.45220456016687044,0.5139893,0.37006497
Tpm1,4.525892,0.64560074,6.014132413582766e-06,0.00027389786093723545,0.688,0.4519887794001295,0.5209764,0.36257163
Gabrb3,4.5254583,0.73805124,6.026476752581836e-06,0.0002739357604172062,0.96,0.8218729770553118,2.4233227,1.9692454
Herc4,4.525147,0.59553844,6.035354304688726e-06,0.0002739357604172062,0.856,0.597029418111199,0.80474645,0.5977736
Klhl29,4.5244355,0.71972746,6.055692871692861e-06,0.00027439539201077094,0.896,0.6644609077177588,1.2960079,0.96010053
Raph1,4.5210834,0.63749987,6.152392136422218e-06,0.00027830770489169194,0.88,0.6001222757678198,0.89555836,0.6581761
Sipa1l1,4.519716,0.69670296,6.1922644532357315e-06,0.00027964058127469596,0.944,0.7530389124649356,1.654382,1.283634
Rgs7bp,4.511222,0.6594112,6.445520007135494e-06,0.0002901023829007215,0.952,0.7551607566712221,1.5734214,1.2297999
Nckap5,4.5079036,0.50386626,6.5471363118595644e-06,0.0002941831984944256,0.824,0.5728260087750845,0.8948673,0.70332456
Arhgap33,4.4968247,1.1486319,6.897583509155322e-06,0.00030941246893322787,0.432,0.20074803999136878,0.22382748,0.10719305
Csmd3,4.491099,0.5197062,7.08566023188293e-06,0.0003173194840511572,0.96,0.900237358843415,2.897452,2.5608563
Ptpn1,4.4837003,0.7261095,7.335972201343068e-06,0.0003279826506657042,0.664,0.45209666978349994,0.5181557,0.34389812
Chl1,4.482744,0.66554064,7.3689294441366725e-06,0.00032890886073746247,0.936,0.7467453067683234,1.5221076,1.1811724
Abhd2,4.479659,0.6675322,7.476242302567622e-06,0.00033274103426383884,0.656,0.43310796231029275,0.47887647,0.32694644
Drd1,4.479564,2.3994274,7.4795528357037095e-06,0.00033274103426383884,0.288,0.05880025893692009,0.14651735,0.02946992
Dym,4.4786363,0.57530016,7.512148562463019e-06,0.0003336387303692253,0.848,0.6258361504711213,0.8732241,0.66062075
Cped1,4.4739,1.5746778,7.680570587280608e-06,0.00034055599287166654,0.32,0.08926131050852334,0.20015123,0.07175394
Rab3gap1,4.47236,0.5634945,7.736100921520556e-06,0.00034245310010091816,0.832,0.6046896353305042,0.77645946,0.5845822
ENSMUSG00000121395,4.464928,0.66117734,8.009571397111256e-06,0.0003539545058331371,0.752,0.5217938574408401,0.6576978,0.46267298
Mamld1,4.4645886,0.6822603,8.022266246832173e-06,0.0003539545058331371,0.648,0.4214917643674027,0.4772293,0.32291216
Ppm1h,4.459997,0.5812181,8.19607194050706e-06,0.00036103025088758147,0.864,0.6746385672157088,1.0826397,0.8350933
Fndc3a,4.4541492,0.6060315,8.42264792420894e-06,0.00037040351836905764,0.776,0.5759548298928289,0.75105697,0.5512043
Frmd6,4.4525595,0.7360822,8.485273093052759e-06,0.0003725478562260255,0.632,0.39736028195353523,0.46328014,0.3029033
Ptprn,4.447912,0.55978054,8.67089317180035e-06,0.0003800765081994705,0.816,0.5802704452276487,0.75800526,0.5705966
Add3,4.447134,0.5576838,8.702354777302299e-06,0.00038062320342584856,0.792,0.5928576566208732,0.79813594,0.60421026
Spindoc,4.446528,0.6546675,8.726925386812032e-06,0.00038062320342584856,0.608,0.3701719053441703,0.36069745,0.24364899
Bsn,4.446506,0.6225614,8.727828320445283e-06,0.00038062320342584856,0.84,0.6204416313025966,0.91278416,0.6773183
Fggy,4.4462056,0.825464,8.740026665937795e-06,0.00038062320342584856,0.536,0.3166582751924045,0.3710071,0.22592387
Grm3,4.445683,0.595591,8.761299697638591e-06,0.00038093223766270056,0.88,0.5762785010429404,1.1843688,0.91681385
Mkx,4.4429426,0.86450654,8.873682681109622e-06,0.00038493194430006515,0.52,0.2786448967848666,0.38572067,0.22992833
Hs2st1,4.4427423,0.58925873,8.881942890436933e-06,0.00038493194430006515,0.864,0.6361936272746889,0.903406,0.680951
Disp1,4.4417753,1.4107289,8.921970922741314e-06,0.0003860440558680501,0.392,0.1777673883334532,0.2515187,0.1021613
Slitrk5,4.4384623,0.7147025,9.06038891879815e-06,0.00039140297467541205,0.648,0.4362008199669136,0.4843142,0.32183015
Nktr,4.4330645,0.55445,9.290303262600442e-06,0.00040069092883799983,0.92,0.7436524491117025,1.301854,1.0375177
Ranbp9,4.431608,0.6046269,9.353288443402732e-06,0.0004027609943497298,0.864,0.6620153923613609,0.98676693,0.7450382
Gm57223,4.4299793,0.7200627,9.424209263425419e-06,0.00040516560465318557,0.672,0.44702582176508665,0.54338145,0.36338994
Snhg11,4.4277725,0.9392109,9.521123360871828e-06,0.00040867825033007356,0.968,0.827950801985183,2.7910547,2.1948037
Dph6,4.4232645,0.6506889,9.722068766277982e-06,0.00041624227355670175,0.712,0.47741494641444293,0.56386906,0.39371878
Kcnd3,4.4148927,0.6678985,1.0106012219629854e-05,0.0004317147032455551,0.864,0.6306912177227937,1.1141297,0.82784253
Rnf217,4.4128137,0.63386047,1.0203581760247313e-05,0.0004347356002960376,0.712,0.4855426886283536,0.59781706,0.4234711
Rmst,4.412697,0.8617202,1.0209086854737615e-05,0.0004347356002960376,0.496,0.24926274904696827,0.535299,0.32900637
Ntsr1,4.4032636,2.7168837,1.0663450038319273e-05,0.0004526491351179129,0.272,0.04596130331583111,0.1275881,0.020487554
Zfp341,4.3886104,1.0443046,1.1407722362870142e-05,0.00048347870645160996,0.448,0.2267136589225347,0.2397608,0.123433985
Pitpnm2,4.3876987,0.6622982,1.1455629901461043e-05,0.0004847445282712728,0.728,0.5058980076242537,0.64893425,0.45566073
Fam76a,4.387171,0.88594836,1.1483469003116061e-05,0.0004851585096127807,0.56,0.3430914191181759,0.37799963,0.2220037
Ralgps2,4.378732,0.59877384,1.1937164934315669e-05,0.0005027454886913198,0.792,0.5643745954110624,0.7257378,0.53301716
Ndufaf7,4.3731456,0.65773594,1.224689510322105e-05,0.000514982897376447,0.576,0.3372653384161692,0.3190968,0.21370973
Abca8b,4.372562,0.6529917,1.227969388630612e-05,0.0005155552730078835,0.68,0.476479896425232,0.58039814,0.40569267
Tctn3,4.36886,1.1492229,1.2489692152923604e-05,0.0005235538660671719,0.416,0.19891390347407034,0.21501325,0.10269503
Slitrk1,4.3684707,0.74965966,1.251196199775488e-05,0.000523670434392015,0.584,0.36751060922103146,0.38559338,0.24671873
Xrn1,4.3585205,0.55605805,1.3094477009519097e-05,0.0005463487534872331,0.904,0.6759332518161548,0.9737721,0.7518139
Babam2,4.355224,0.5525179,1.3293096584719553e-05,0.000553775977102968,0.848,0.6413364022153492,0.9018448,0.6922977
Stxbp1,4.354557,0.51815766,1.3333637553445886e-05,0.0005546050171224318,0.832,0.6211609005250666,0.8336706,0.64656115
Ivns1abp,4.3534284,0.5913711,1.3402488027759856e-05,0.0005566071921265956,0.632,0.4003812126879091,0.46043438,0.3279463
Cxadr,4.3508325,0.74194694,1.3562167869351513e-05,0.0005623695226072147,0.568,0.3467956556138963,0.3572981,0.22855958
Kctd1,4.3456683,0.64534795,1.3885229868403395e-05,0.000574878469281971,0.736,0.5089549018197511,0.66911995,0.47560242
Sestd1,4.3327217,0.56937635,1.4727725460803255e-05,0.0006078863028137995,0.768,0.5500971013450334,0.6876032,0.5106989
A830082K12Rik,4.329325,0.61830086,1.4956692844469241e-05,0.0006163900870105652,0.76,0.5346687765230526,0.73678493,0.53623295
Fnip1,4.3283634,0.5403784,1.502213728728705e-05,0.0006181390948076616,0.864,0.6694238653528015,0.9549322,0.7415128
Teddm2,4.3268795,1.3716646,1.5123677285631135e-05,0.0006210747928076439,0.384,0.16917212112493707,0.22106835,0.09131121
Pou2f2,4.326646,0.6209257,1.5139709314812307e-05,0.0006210747928076439,0.616,0.37578220527943607,0.4069253,0.28258315
A930015D03Rik,4.325962,0.56218237,1.5186753522989853e-05,0.000622054980431002,0.784,0.5405667841473063,0.63069296,0.4670403
Sacm1l,4.324906,0.5738727,1.52596974695188e-05,0.0006240914322769713,0.752,0.5586923685535496,0.6736255,0.4982491
Phtf1,4.3225656,0.6162204,1.5422517813286643e-05,0.0006297918748374044,0.728,0.5052506653240307,0.578664,0.41293046
A630031M04Rik,4.3215485,3.363641,1.54938077101165e-05,0.0006317429638404102,0.256,0.03492052075091707,0.14158723,0.014668518
Pikfyve,4.3188524,0.5873147,1.5684268205492897e-05,0.0006385398283054458,0.768,0.548838380205711,0.66101754,0.48457855
Eya3,4.317596,0.55264693,1.5773779268729013e-05,0.0006412124795018889,0.752,0.5095662806588506,0.5619139,0.41480073
Smap2,4.3134212,0.4971513,1.6074736140869296e-05,0.0006524594563522024,0.768,0.5222973458965691,0.60279363,0.4612705
Ralgapa2,4.3107476,0.6018907,1.6270359773626033e-05,0.0006594035703127172,0.896,0.7065021937711286,1.2707661,0.989214
Negr1,4.309091,0.61007625,1.639269311513916e-05,0.0006633609397647429,0.968,0.902179385744084,2.9482558,2.5525968
Elavl2,4.3070173,0.67373437,1.6547050707302004e-05,0.0006686003797070749,0.784,0.5415377975976408,0.97335666,0.709197
Cfap300,4.304377,0.8655635,1.6745624619013924e-05,0.0006756080082776339,0.504,0.2826728044306984,0.27804348,0.16205487
Ttc7b,4.3040323,0.605663,1.6771710685491992e-05,0.0006756459761906594,0.888,0.6751420556714378,1.083371,0.82615894
Ctnna2,4.3032875,0.5072694,1.682822261159343e-05,0.0006769076969663406,0.944,0.8863194993886212,2.799433,2.473128
Ajm1,4.2925143,0.81947255,1.7666103418712755e-05,0.0007095488772209443,0.48,0.255304610515716,0.24151498,0.14392306
Jak2,4.290052,0.62437993,1.7863137077062847e-05,0.0007163917809860876,0.64,0.4213479105229087,0.46013516,0.32137874
Lyst,4.285516,0.5544254,1.8231563129238717e-05,0.0007295018179769179,0.84,0.632741135006833,0.93842065,0.72245675
Smurf1,4.2853603,0.5817459,1.8244332775604348e-05,0.0007295018179769179,0.688,0.4500467524994605,0.49388704,0.35538694
Elavl4,4.2781615,0.60730666,1.884432783891209e-05,0.0007523730891999522,0.816,0.5383010860965259,0.8045556,0.59395736
Abcc5,4.2767997,0.5287718,1.8959934746995213e-05,0.000755865647851278,0.872,0.6799971229231101,0.9940516,0.7792529
Prkd1,4.275182,0.6059834,1.90981251799971e-05,0.0007602468497578106,0.76,0.5060418614687477,0.8342188,0.6184832
Mtf2,4.272675,0.5745816,1.9314193746010343e-05,0.0007677106301113874,0.832,0.6198662159246205,0.84315443,0.63595694
Socs2,4.2674217,0.70367193,1.977450565999781e-05,0.000784846332472882,0.56,0.31507588290297056,0.35668033,0.23360957
Rab3c,4.265304,0.64852214,1.9963031059314556e-05,0.0007911602427194427,0.872,0.6452564194778105,1.1560948,0.8709168
Nvl,4.2616796,0.5875954,2.0289628830328674e-05,0.0008029194796331834,0.744,0.5225490901244336,0.5885257,0.4273874
Lrp8,4.2590556,0.6555865,2.052922955515891e-05,0.0008112064678634117,0.624,0.40433719341149393,0.42046002,0.28652796
Dock6,4.24925,2.0805175,2.1448753185512296e-05,0.0008462966198160284,0.28,0.06196504351578796,0.1604725,0.04032992
Stk38l,4.239194,0.79823095,2.243238082141847e-05,0.0008838094907206954,0.464,0.24286125296698555,0.23589438,0.1423564
Maoa,4.237543,0.886384,2.2597919788115004e-05,0.0008890279717520501,0.448,0.2339782780694814,0.24361898,0.13909279
Fhod3,4.2369146,0.6216144,2.2661207418382426e-05,0.0008902143908361634,0.648,0.37945047831403295,0.530644,0.37499097
Zfp804a,4.2364535,0.68040043,2.2707800436949318e-05,0.0008904129410863503,0.888,0.6600374019995684,1.4258735,1.0894855
B3gat2,4.236209,1.0793214,2.2732537312439013e-05,0.0008904129410863503,0.416,0.2053873264763001,0.2512808,0.12680377
Plekha6,4.2310724,0.6378598,2.3257974278979834e-05,0.0009096677858459798,0.672,0.46939509458390277,0.53509134,0.37483728
Gm56999,4.2295437,0.8912376,2.3416572722900593e-05,0.0009145396934074694,0.496,0.2855139178594548,0.34513846,0.20067737
Snap91,4.2280483,0.59766895,2.3572706131717884e-05,0.0009193013262108266,0.944,0.721391066676257,1.2959794,1.0131236
Fndc1,4.2268534,1.4323308,2.3698208516338767e-05,0.0009228563229478589,0.384,0.17970941523412212,0.2694065,0.108463004
Elp4,4.2238736,0.53807914,2.4013862969820968e-05,0.0009337952214169167,0.848,0.6445731137164641,0.90225923,0.6976578
Begain,4.221378,1.0549753,2.4281357510451375e-05,0.0009428324802107348,0.424,0.21531324174638566,0.22248127,0.113264754
Slc6a6,4.2210107,0.50344914,2.4320915591612073e-05,0.0009430057748147422,0.776,0.5599151262317486,0.6586446,0.5053536
