gene_symbol,source_id,database
POM121,R-HSA-159231,Reactome
POM121C,R-HSA-159231,Reactome
POP1,GO:0006396,GO (via UniProt)
POP4,GO:0006396,GO (via UniProt)
POP5,GO:0006396,GO (via UniProt)
POP7,GO:0006396,GO (via UniProt)
PP35,GO:0006396,GO (via UniProt)
PPAN,GO:0006396,GO (via UniProt)
PPAN-P2RY11,GO:0006396,GO (via UniProt)
PPARGC1A,GO:0006396,GO (via UniProt)
PPIE,GO:0006396,GO (via UniProt)
PPIG,GO:0006396,GO (via UniProt)
PPIH,GO:0006396,GO (via UniProt)
PPIL1,GO:0006396,GO (via UniProt)
PPIL2,GO:0006396,GO (via UniProt)
PPIL3,GO:0006396,GO (via UniProt)
PPIL4,R-HSA-72203,Reactome
PPP1R7,GO:0006396,GO (via UniProt)
PPP1R8,GO:0006396,GO (via UniProt)
PPP1R9B,GO:0006396,GO (via UniProt)
PPP4R2,GO:0006396,GO (via UniProt)
PPWD1,GO:0006396,GO (via UniProt)
PQBP1,GO:0000380,GO (via UniProt)
PRCC,R-HSA-72203,Reactome
PRDX6,GO:0033120,GO (via UniProt)
PRKACA,GO:0006396,GO (via UniProt)
PRKDC,GO:0006396,GO (via UniProt)
PRKRA,GO:0006396,GO (via UniProt)
PRKRIP1,GO:0006396,GO (via UniProt)
PRMT1,GO:0006396,GO (via UniProt)
PRMT5,GO:0033120,GO (via UniProt)
PRMT7,GO:0006396,GO (via UniProt)
PRMT9,GO:0006396,GO (via UniProt)
PRORP,GO:0006396,GO (via UniProt)
PRP4K,GO:0045292,GO (via UniProt)
PRPF18,GO:0006396,GO (via UniProt)
PRPF19,GO:0033120,GO (via UniProt)
PRPF3,GO:0006396,GO (via UniProt)
PRPF31,GO:0006396,GO (via UniProt)
PRPF38A,GO:0006396,GO (via UniProt)
PRPF38B,GO:0006396,GO (via UniProt)
PRPF39,GO:0006376,GO (via UniProt)
PRPF4,GO:0006396,GO (via UniProt)
PRPF40A,GO:0045292,GO (via UniProt)
PRPF40B,GO:0045292,GO (via UniProt)
PRPF6,GO:0000245,GO (via UniProt)
PRPF8,GO:0006396,GO (via UniProt)
PRX,GO:0043484,GO (via UniProt)
PSIP1,GO:0006376,GO (via UniProt)
PTBP1,GO:0000381,GO (via UniProt)
PTBP2,GO:0006376,GO (via UniProt)
PTBP3,GO:0043484,GO (via UniProt)
PTCD1,GO:0006396,GO (via UniProt)
PTCD2,GO:0050684,GO (via UniProt)
PUF60,GO:0000381,GO (via UniProt)
PUM1,GO:0006396,GO (via UniProt)
PUM2,GO:0006396,GO (via UniProt)
PUS1,GO:0006396,GO (via UniProt)
PUS10,GO:0006396,GO (via UniProt)
PUS3,GO:0006396,GO (via UniProt)
PUS7,GO:0006396,GO (via UniProt)
PUS7L,GO:0006396,GO (via UniProt)
PUSL1,GO:0006396,GO (via UniProt)
PWP1,GO:0006396,GO (via UniProt)
PWP2,GO:0006396,GO (via UniProt)
QKI,GO:0050684,GO (via UniProt)
QTRT1,GO:0006396,GO (via UniProt)
QTRT2,GO:0006396,GO (via UniProt)
RAE1,R-HSA-159231,Reactome
RALY,GO:0006396,GO (via UniProt)
RAMAC,GO:0006396,GO (via UniProt)
RAMACL,GO:0006396,GO (via UniProt)
RANBP2,R-HSA-159231,Reactome
RBBP6,GO:0006396,GO (via UniProt)
RBFA,GO:0006396,GO (via UniProt)
RBFOX1,GO:0000381,GO (via UniProt)
RBFOX2,GO:0000381,GO (via UniProt)
RBFOX3,GO:0000381,GO (via UniProt)
RBM10,GO:0050684,GO (via UniProt)
RBM11,GO:0000381,GO (via UniProt)
RBM12,GO:0043484,GO (via UniProt)
RBM12B,GO:0043484,GO (via UniProt)
RBM14,GO:0006396,GO (via UniProt)
RBM15,GO:0000381,GO (via UniProt)
RBM15B,GO:0000381,GO (via UniProt)
RBM17,GO:0000380,GO (via UniProt)
RBM20,GO:0033120,GO (via UniProt)
RBM22,GO:0033120,GO (via UniProt)
RBM23,GO:0050684,GO (via UniProt)
RBM24,GO:0000381,GO (via UniProt)
RBM25,GO:0000381,GO (via UniProt)
RBM28,GO:0006396,GO (via UniProt)
RBM3,GO:0033120,GO (via UniProt)
RBM34,GO:0006396,GO (via UniProt)
RBM38,GO:0043484,GO (via UniProt)
RBM39,GO:0050684,GO (via UniProt)
RBM4,GO:0000381,GO (via UniProt)
RBM41,GO:0006396,GO (via UniProt)
RBM42,GO:0050684,GO (via UniProt)
RBM44,GO:0006396,GO (via UniProt)
RBM47,GO:0000381,GO (via UniProt)
RBM48,GO:0006396,GO (via UniProt)
RBM4B,GO:0006396,GO (via UniProt)
RBM5,GO:0000381,GO (via UniProt)
RBM6,GO:0006396,GO (via UniProt)
RBM7,GO:0000381,GO (via UniProt)
RBM8,GO:0006396,GO (via UniProt)
RBM8A,GO:0000381,GO (via UniProt)
RBMS1,GO:0006396,GO (via UniProt)
RBMS2,GO:0006396,GO (via UniProt)
RBMX,GO:0033120,GO (via UniProt)
RBMX2,GO:0000245,GO (via UniProt)
RBMXL1,GO:0033120,GO (via UniProt)
RBMXL2,GO:0006396,GO (via UniProt)
RBMXL3,GO:0006396,GO (via UniProt)
RBMY1A1,GO:0033120,GO (via UniProt)
RBMY1B,GO:0033120,GO (via UniProt)
RBMY1C,GO:0033120,GO (via UniProt)
RBMY1D,GO:0033120,GO (via UniProt)
RBMY1E,GO:0033120,GO (via UniProt)
RBMY1F,GO:0033120,GO (via UniProt)
RBPMS,GO:0000381,GO (via UniProt)
RBPMS2,GO:0000381,GO (via UniProt)
RCL1,GO:0006396,GO (via UniProt)
RED1,GO:0006396,GO (via UniProt)
REST,GO:0000381,GO (via UniProt)
REXO1,GO:0006396,GO (via UniProt)
REXO1L1P,GO:0006396,GO (via UniProt)
REXO4,GO:0006396,GO (via UniProt)
REXO5,GO:0006396,GO (via UniProt)
RIOK1,GO:2000232,GO (via UniProt)
RIOK2,GO:2000232,GO (via UniProt)
RIOK3,GO:0006396,GO (via UniProt)
RNASEL,GO:0006396,GO (via UniProt)
RNF113A,GO:0006396,GO (via UniProt)
RNF113B,GO:0006396,GO (via UniProt)
RNGTT,GO:0006396,GO (via UniProt)
RNMT,GO:0006396,GO (via UniProt)
RNPC3,GO:0006396,GO (via UniProt)
RNPC4,GO:0006396,GO (via UniProt)
RNPS1,GO:0000381,GO (via UniProt)
RNU11,R-HSA-72203,Reactome
RNU12,R-HSA-72203,Reactome
RNU4ATAC,R-HSA-72203,Reactome
RP9,GO:0006396,GO (via UniProt)
RPF1,GO:0006396,GO (via UniProt)
RPF2,GO:0006396,GO (via UniProt)
RPL11,GO:0006396,GO (via UniProt)
RPL14,GO:0006396,GO (via UniProt)
RPL26,GO:0006396,GO (via UniProt)
RPL27,GO:0006396,GO (via UniProt)
RPL35,GO:0006396,GO (via UniProt)
RPL35A,GO:0006396,GO (via UniProt)
RPL5,GO:0006396,GO (via UniProt)
RPL7,GO:0006396,GO (via UniProt)
RPL7A,GO:0006396,GO (via UniProt)
RPL7L1,GO:0006396,GO (via UniProt)
RPP14,GO:0006396,GO (via UniProt)
RPP21,GO:0006396,GO (via UniProt)
RPP25,GO:0006396,GO (via UniProt)
RPP25L,GO:0006396,GO (via UniProt)
RPP30,GO:0006396,GO (via UniProt)
RPP38,GO:0006396,GO (via UniProt)
RPP40,GO:0006396,GO (via UniProt)
RPRD1A,GO:0006396,GO (via UniProt)
RPRD1B,GO:0006396,GO (via UniProt)
RPRD2,GO:0006396,GO (via UniProt)
RPS13,GO:0043484,GO (via UniProt)
RPS14,GO:0006396,GO (via UniProt)
RPS15,GO:0006396,GO (via UniProt)
RPS16,GO:0006396,GO (via UniProt)
RPS17,GO:0006396,GO (via UniProt)
RPS19,GO:0006396,GO (via UniProt)
RPS21,GO:0006396,GO (via UniProt)
RPS24,GO:0006396,GO (via UniProt)
RPS25,GO:0006396,GO (via UniProt)
RPS26,GO:0043484,GO (via UniProt)
RPS27,GO:0006396,GO (via UniProt)
RPS28,GO:0006396,GO (via UniProt)
RPS6,GO:0006396,GO (via UniProt)
RPS7,GO:0006396,GO (via UniProt)
RPS8,GO:0006396,GO (via UniProt)
RPUSD1,GO:0006396,GO (via UniProt)
RPUSD2,GO:0006396,GO (via UniProt)
RPUSD3,GO:0006396,GO (via UniProt)
RPUSD4,GO:0006396,GO (via UniProt)
RRAGC,GO:0006396,GO (via UniProt)
RRP1,GO:0006396,GO (via UniProt)
RRP15,GO:0006396,GO (via UniProt)
RRP1B,GO:0043484,GO (via UniProt)
RRP36,GO:0006396,GO (via UniProt)
RRP7A,GO:0006396,GO (via UniProt)
RRP7BP,GO:0006396,GO (via UniProt)
RRP8,GO:0006396,GO (via UniProt)
RRP9,GO:0006396,GO (via UniProt)
RRS1,GO:0006396,GO (via UniProt)
RSRC1,GO:0000380,GO (via UniProt)
RSRP1,GO:0000245,GO (via UniProt)
RTCA,GO:0006396,GO (via UniProt)
RTCB,GO:0006396,GO (via UniProt)
RTRAF,GO:0006396,GO (via UniProt)
SAFB,GO:0050684,GO (via UniProt)
SAFB2,GO:0050684,GO (via UniProt)
SAGE1,GO:0016180,GO (via UniProt)
SAGE2P,GO:0016180,GO (via UniProt)
SAP18,GO:0000381,GO (via UniProt)
SARNP,R-HSA-159236,Reactome
SARS1,GO:0006396,GO (via UniProt)
SART1,GO:0045292,GO (via UniProt)
SART3,GO:0006396,GO (via UniProt)
SBDS,GO:0006396,GO (via UniProt)
SCAF1,GO:0006396,GO (via UniProt)
SCAF11,GO:0000245,GO (via UniProt)
SCNM1,GO:0000380,GO (via UniProt)
SDE2,GO:0045292,GO (via UniProt)
SEC13,R-HSA-159231,Reactome
SEH1L,R-HSA-159231,Reactome
SEPSECS,GO:0006396,GO (via UniProt)
SETX,GO:0033120,GO (via UniProt)
SF1,GO:0006376,GO (via UniProt)
SF3A1,GO:0006376,GO (via UniProt)
SF3A2,GO:0006376,GO (via UniProt)
SF3A3,GO:0006376,GO (via UniProt)
SF3B1,GO:0000245,GO (via UniProt)
SF3B2,GO:0000245,GO (via UniProt)
SF3B3,GO:0043484,GO (via UniProt)
SF3B4,GO:0000245,GO (via UniProt)
SF3B5,GO:0043484,GO (via UniProt)
SF3B6,GO:0000245,GO (via UniProt)
SF4,GO:0006396,GO (via UniProt)
SFPQ,GO:0000380,GO (via UniProt)
SFRS11,GO:0006396,GO (via UniProt)
SFRS2,GO:0006396,GO (via UniProt)
SFRS3,GO:0006396,GO (via UniProt)
SFRS4,GO:0050684,GO (via UniProt)
SFRS8,GO:0006396,GO (via UniProt)
SFSWAP,GO:0000380,GO (via UniProt)
SGF29,GO:0043484,GO (via UniProt)
SIRT7,GO:2000232,GO (via UniProt)
SLBP,GO:0006396,GO (via UniProt)
SLC38A2,GO:0033120,GO (via UniProt)
SLC39A5,GO:0033120,GO (via UniProt)
SLTM,GO:0050684,GO (via UniProt)
SLU7,GO:0000380,GO (via UniProt)
SLX9,GO:0006396,GO (via UniProt)
SMAD1,GO:0006396,GO (via UniProt)
SMAD2,GO:0006396,GO (via UniProt)
SMAD3,GO:0006396,GO (via UniProt)
SMN1,GO:0000245,GO (via UniProt)
SMN2,GO:0006396,GO (via UniProt)
SMNDC1,GO:0006396,GO (via UniProt)
SMU1,GO:0000381,GO (via UniProt)
SNIP1,GO:0000245,GO (via UniProt)
SNRNP200,GO:0045292,GO (via UniProt)
SNRNP25,GO:0006396,GO (via UniProt)
SNRNP27,GO:0006396,GO (via UniProt)
SNRNP35,GO:0006396,GO (via UniProt)
SNRNP40,GO:0006396,GO (via UniProt)
SNRNP48,GO:0006396,GO (via UniProt)
SNRNP70,GO:0033120,GO (via UniProt)
SNRP116,GO:0006396,GO (via UniProt)
SNRPA,GO:0006396,GO (via UniProt)
SNRPA1,GO:0000245,GO (via UniProt)
SNRPB,GO:0000245,GO (via UniProt)
SNRPB2,GO:0000245,GO (via UniProt)
SNRPC,GO:0006376,GO (via UniProt)
SNRPD1,GO:0000245,GO (via UniProt)
SNRPD2,GO:0000245,GO (via UniProt)
SNRPD3,GO:0000245,GO (via UniProt)
SNRPE,GO:0000245,GO (via UniProt)
SNRPF,GO:0000245,GO (via UniProt)
SNRPG,GO:0000245,GO (via UniProt)
SNRPGP15,GO:0006396,GO (via UniProt)
SNRPN,GO:0006396,GO (via UniProt)
SNU13,GO:0006396,GO (via UniProt)
SNW1,GO:0033120,GO (via UniProt)
SON,GO:0050684,GO (via UniProt)
SPOUT1,GO:0006396,GO (via UniProt)
SREK1,GO:0006396,GO (via UniProt)
SREK1IP1,GO:0006396,GO (via UniProt)
SRFBP1,GO:0006396,GO (via UniProt)
SRPK1,GO:0050684,GO (via UniProt)
SRPK2,GO:0050684,GO (via UniProt)
SRPK3,GO:0050684,GO (via UniProt)
SRRM1,GO:0050684,GO (via UniProt)
SRRM2,GO:0006396,GO (via UniProt)
SRRM4,GO:0000381,GO (via UniProt)
SRRT,GO:0006396,GO (via UniProt)
SRSF1,GO:0033120,GO (via UniProt)
SRSF10,GO:0006376,GO (via UniProt)
SRSF11,R-HSA-159236,Reactome
SRSF12,GO:0000381,GO (via UniProt)
SRSF2,GO:0000381,GO (via UniProt)
SRSF3,GO:0045292,GO (via UniProt)
SRSF4,GO:0050684,GO (via UniProt)
SRSF5,GO:0033120,GO (via UniProt)
SRSF6,GO:0000381,GO (via UniProt)
SRSF7,GO:0045292,GO (via UniProt)
SRSF8,GO:0000381,GO (via UniProt)
SRSF9,GO:0000380,GO (via UniProt)
SRSP,GO:0043484,GO (via UniProt)
SSB,GO:0006396,GO (via UniProt)
SSU72,GO:0006396,GO (via UniProt)
SSU72L1,GO:0006396,GO (via UniProt)
SSU72L2,GO:0006396,GO (via UniProt)
SSU72L3,GO:0006396,GO (via UniProt)
SSU72L4,GO:0006396,GO (via UniProt)
SSU72L5,GO:0006396,GO (via UniProt)
SSU72L6,GO:0006396,GO (via UniProt)
STEEP1,R-HSA-72203,Reactome
STH,GO:0033120,GO (via UniProt)
STRAP,GO:0000380,GO (via UniProt)
SUGP1,GO:0006396,GO (via UniProt)
SUGP2,GO:0006396,GO (via UniProt)
SUPT20H,GO:0043484,GO (via UniProt)
SUPT3H,GO:0043484,GO (via UniProt)
SUPT6H,GO:0006396,GO (via UniProt)
SUPT7L,GO:0043484,GO (via UniProt)
SUPV3L1,GO:0006396,GO (via UniProt)
SUV39H1,GO:0006396,GO (via UniProt)
SYF2,GO:0006396,GO (via UniProt)
SYMPK,R-HSA-159231,Reactome
SYMPK variant protein,GO:0006396,GO (via UniProt)
SYNCRIP,GO:0006396,GO (via UniProt)
TADA1,GO:0043484,GO (via UniProt)
TADA2B,GO:0043484,GO (via UniProt)
TADA3,GO:0043484,GO (via UniProt)
TAF10,GO:0043484,GO (via UniProt)
TAF12,GO:0043484,GO (via UniProt)
TAF15,GO:0006396,GO (via UniProt)
TAF5L,GO:0043484,GO (via UniProt)
TAF6L,GO:0043484,GO (via UniProt)
TAF9,GO:0043484,GO (via UniProt)
TARBP1,GO:0006396,GO (via UniProt)
TARBP2,GO:0006396,GO (via UniProt)
TARDBP,GO:0006396,GO (via UniProt)
TBL3,GO:0006396,GO (via UniProt)
TBRG4,GO:0006396,GO (via UniProt)
TCERG1,GO:0006396,GO (via UniProt)
TDP43,GO:0006396,GO (via UniProt)
TDRD1,GO:0006396,GO (via UniProt)
TDRD12,GO:0006396,GO (via UniProt)
TDRD6,GO:0006396,GO (via UniProt)
TDRD7,GO:0006396,GO (via UniProt)
TDRD9,GO:0006396,GO (via UniProt)
TDRKH,GO:0006396,GO (via UniProt)
TENT2,GO:0006396,GO (via UniProt)
TENT4A,GO:0006396,GO (via UniProt)
TENT4B,GO:0006396,GO (via UniProt)
TERT,GO:0006396,GO (via UniProt)
TFB1M,GO:0006396,GO (via UniProt)
TFB2M,GO:0006396,GO (via UniProt)
TFIP11,GO:0006396,GO (via UniProt)
TGS1,GO:0006396,GO (via UniProt)
THADA,GO:0006396,GO (via UniProt)
THG1L,GO:0006396,GO (via UniProt)
THOC1,R-HSA-159236,Reactome
THOC2,R-HSA-159236,Reactome
THOC3,R-HSA-159236,Reactome
THOC5,R-HSA-159236,Reactome
THOC6,R-HSA-159236,Reactome
THOC7,R-HSA-159236,Reactome
THRAP3,GO:0033120,GO (via UniProt)
THUMPD1,GO:0006396,GO (via UniProt)
THUMPD2,GO:0000381,GO (via UniProt)
THUMPD3,GO:0006396,GO (via UniProt)
TIA1,GO:0000381,GO (via UniProt)
TMBIM6,GO:0043484,GO (via UniProt)
TMT1A,GO:0006396,GO (via UniProt)
TMTC1,GO:0006396,GO (via UniProt)
TNRC4,GO:0000381,GO (via UniProt)
TOE1,GO:0016180,GO (via UniProt)
TP53RK,GO:0006396,GO (via UniProt)
TPAP,GO:0006396,GO (via UniProt)
TPR,R-HSA-159231,Reactome
TPRKB,GO:0006396,GO (via UniProt)
TRA2A,GO:0033120,GO (via UniProt)
TRA2B,GO:0033120,GO (via UniProt)
TRDMT1,GO:0006396,GO (via UniProt)
TRIM39-RPP21,GO:0006396,GO (via UniProt)
TRIM39R,GO:0006396,GO (via UniProt)
TRIM71,GO:0006396,GO (via UniProt)
TRIT1,GO:0006396,GO (via UniProt)
TRMO,GO:0006396,GO (via UniProt)
TRMT1,GO:0006396,GO (via UniProt)
TRMT10A,GO:0006396,GO (via UniProt)
TRMT10B,GO:0006396,GO (via UniProt)
TRMT10C,GO:0006396,GO (via UniProt)
TRMT11,GO:0006396,GO (via UniProt)
TRMT112,GO:2000232,GO (via UniProt)
TRMT12,GO:0006396,GO (via UniProt)
TRMT13,GO:0006396,GO (via UniProt)
TRMT1L,GO:0006396,GO (via UniProt)
TRMT2A,GO:0006396,GO (via UniProt)
TRMT2B,GO:0006396,GO (via UniProt)
TRMT44,GO:0006396,GO (via UniProt)
TRMT5,GO:0006396,GO (via UniProt)
TRMT6,GO:0006396,GO (via UniProt)
TRMT61A,GO:0006396,GO (via UniProt)
TRMT61B,GO:0006396,GO (via UniProt)
TRMT9B,GO:0006396,GO (via UniProt)
TRMU,GO:0006396,GO (via UniProt)
TRNT1,GO:0006396,GO (via UniProt)
TRPT1,GO:0006396,GO (via UniProt)
TRRAP,GO:0043484,GO (via UniProt)
TRUB1,GO:0006396,GO (via UniProt)
TRUB2,GO:0006396,GO (via UniProt)
TSEN15,GO:0006396,GO (via UniProt)
TSEN2,GO:0006396,GO (via UniProt)
TSEN34,GO:0006396,GO (via UniProt)
TSEN54,GO:0006396,GO (via UniProt)
TSN,GO:0006396,GO (via UniProt)
TSNAX,GO:0006396,GO (via UniProt)
TSR1,GO:0006396,GO (via UniProt)
TSR2,GO:0006396,GO (via UniProt)
TSR3,GO:0006396,GO (via UniProt)
TSSC4,GO:0006396,GO (via UniProt)
TTF2,GO:0006396,GO (via UniProt)
TUT1,GO:0016180,GO (via UniProt)
TUT4,GO:0006396,GO (via UniProt)
TUT7,GO:0006396,GO (via UniProt)
TXNL4A,GO:0000245,GO (via UniProt)
TXNL4B,GO:0006396,GO (via UniProt)
TYW1,GO:0006396,GO (via UniProt)
TYW1B,GO:0006396,GO (via UniProt)
TYW3,GO:0006396,GO (via UniProt)
TYW5,GO:0006396,GO (via UniProt)
U1A,R-HSA-72203,Reactome
U2,R-HSA-72203,Reactome
U2AF1,R-HSA-159236,Reactome
U2AF1L4,R-HSA-159236,Reactome
U2AF2,GO:0033120,GO (via UniProt)
U2SURP,GO:0006396,GO (via UniProt)
U4,R-HSA-72203,Reactome
U5,R-HSA-72203,Reactome
U5-116KD,GO:0006396,GO (via UniProt)
U6,R-HSA-72203,Reactome
UBL5,GO:0006396,GO (via UniProt)
UMOD,GO:0006396,GO (via UniProt)
UPF1,GO:0033120,GO (via UniProt)
UPF3A,GO:0033120,GO (via UniProt)
UPF3B,GO:0033120,GO (via UniProt)
URB1,GO:0006396,GO (via UniProt)
URLC6,GO:0006396,GO (via UniProt)
URM1,GO:0006396,GO (via UniProt)
USB1,GO:0016180,GO (via UniProt)
USP22,GO:0043484,GO (via UniProt)
USP36,GO:2000232,GO (via UniProt)
USP39,GO:0000245,GO (via UniProt)
USP4,GO:0006396,GO (via UniProt)
USP49,GO:0006396,GO (via UniProt)
UTP11,GO:0006396,GO (via UniProt)
UTP14A,GO:0006396,GO (via UniProt)
UTP14C,GO:0006396,GO (via UniProt)
UTP15,GO:2000232,GO (via UniProt)
UTP18,GO:0006396,GO (via UniProt)
UTP20,GO:0006396,GO (via UniProt)
UTP23,GO:0006396,GO (via UniProt)
UTP25,GO:0006396,GO (via UniProt)
UTP3,GO:0006396,GO (via UniProt)
UTP4,GO:0006396,GO (via UniProt)
UTP6,GO:0006396,GO (via UniProt)
VIRMA,GO:0006396,GO (via UniProt)
WBP11,GO:0006396,GO (via UniProt)
WBP4,GO:0045292,GO (via UniProt)
WBSCR22,GO:0006396,GO (via UniProt)
WDR12,GO:0006396,GO (via UniProt)
WDR18,GO:0006396,GO (via UniProt)
WDR3,GO:0006396,GO (via UniProt)
WDR33,R-HSA-159231,Reactome
WDR36,GO:0006396,GO (via UniProt)
WDR4,GO:0006396,GO (via UniProt)
WDR43,GO:2000232,GO (via UniProt)
WDR46,GO:0006396,GO (via UniProt)
WDR55,GO:0006396,GO (via UniProt)
WDR57,GO:0006396,GO (via UniProt)
WDR6,GO:0006396,GO (via UniProt)
WDR70,R-HSA-72203,Reactome
WDR74,GO:0006396,GO (via UniProt)
WDR75,GO:2000232,GO (via UniProt)
WDR77,GO:0033120,GO (via UniProt)
WDR83,GO:0006396,GO (via UniProt)
WT1,GO:0006396,GO (via UniProt)
WTAP,GO:0000381,GO (via UniProt)
XAB2,GO:0006396,GO (via UniProt)
XRN2,GO:0006396,GO (via UniProt)
YBEY,GO:0006396,GO (via UniProt)
YBX1,GO:0006396,GO (via UniProt)
YJU2,GO:0006396,GO (via UniProt)
YJU2B,GO:0006396,GO (via UniProt)
YRDC,GO:0006396,GO (via UniProt)
YRRM,GO:0006396,GO (via UniProt)
YTHDC1,GO:0000381,GO (via UniProt)
YTHDF2,GO:2000232,GO (via UniProt)
ZBTB7A,GO:0000381,GO (via UniProt)
ZBTB8OS,GO:0006396,GO (via UniProt)
ZC3H10,GO:0043484,GO (via UniProt)
ZC3H11A,R-HSA-159236,Reactome
ZC3H13,GO:0006396,GO (via UniProt)
ZC3H14,GO:0006396,GO (via UniProt)
ZC3H3,GO:0006396,GO (via UniProt)
ZC3H7A,GO:0006396,GO (via UniProt)
ZC3H7B,GO:0006396,GO (via UniProt)
ZCCHC4,GO:0006396,GO (via UniProt)
ZCCHC8,GO:0006396,GO (via UniProt)
ZCRB1,GO:0006396,GO (via UniProt)
ZFC3H1,GO:0006396,GO (via UniProt)
ZFP36L1,GO:0050684,GO (via UniProt)
ZMAT2,GO:0006396,GO (via UniProt)
ZMAT5,GO:0006396,GO (via UniProt)
ZNF326,GO:0043484,GO (via UniProt)
ZNF473,GO:0006396,GO (via UniProt)
ZNF638,GO:0043484,GO (via UniProt)
ZNF830,GO:0006396,GO (via UniProt)
ZNHIT3,GO:0006396,GO (via UniProt)
ZNHIT6,GO:0006396,GO (via UniProt)
ZPR1,GO:0033120,GO (via UniProt)
ZRANB2,GO:0006396,GO (via UniProt)
ZRSR2,GO:0000245,GO (via UniProt)
ZRSR2P1,GO:0006396,GO (via UniProt)
[ChEBI:18420],R-HSA-72203,Reactome
[ChEBI:30616],R-HSA-159236,Reactome
[ChEBI:43474],R-HSA-159236,Reactome
[ChEBI:456216],R-HSA-159236,Reactome
crn,GO:0006396,GO (via UniProt)
hRED1,GO:0006396,GO (via UniProt)
rnps1,GO:0006396,GO (via UniProt)
